time,tracking_error,contact_force
0.002000,0.328262,-0.000000
0.042000,0.324410,-0.000000
0.082000,0.319145,-0.000000
0.122000,0.313926,-0.000000
0.162000,0.307881,0.044038
0.202000,0.301818,2.762247
0.242000,0.296316,3.050540
0.282000,0.290628,2.924110
0.322000,0.285468,1.438357
0.362000,0.280776,-0.000000
0.402000,0.276276,0.980264
0.442000,0.271773,8.635060
0.482000,0.267675,16.068413
0.522000,0.263937,23.122087
0.562000,0.260014,30.019129
0.602000,0.256526,36.364120
0.642000,0.253095,42.657280
0.682000,0.249838,48.784221
0.722000,0.246800,54.702978
0.762000,0.244050,60.393373
0.802000,0.241495,65.867679
0.842000,0.239002,70.793200
0.882000,0.236777,75.819144
0.922000,0.234730,80.682544
0.962000,0.232303,83.802601
1.002000,0.229713,85.589298
1.042000,0.227351,89.348121
1.082000,0.224870,93.391859
1.122000,0.222480,97.341847
1.162000,0.220185,101.199519
1.202000,0.217983,104.959847
1.242000,0.215870,108.597273
1.282000,0.213845,112.078611
1.322000,0.211902,115.423606
1.362000,0.210039,118.718884
1.402000,0.208251,121.891699
1.442000,0.206535,124.791097
1.482000,0.204885,127.740080
1.522000,0.203295,130.573431
1.562000,0.201461,133.295699
1.602000,0.199863,135.911210
1.642000,0.198497,138.424167
1.682000,0.197192,140.502427
1.722000,0.195940,140.336236
1.762000,0.194590,141.097606
1.802000,0.189364,143.407202
1.842000,0.186403,141.669917
1.882000,0.183374,137.521507
1.922000,0.180120,125.353760
1.962000,0.175783,117.142761
2.002000,0.171957,119.213892
2.042000,0.167136,120.130370
2.082000,0.162336,121.251882
2.122000,0.157657,124.197520
2.162000,0.153561,127.167174
2.202000,0.149679,130.022942
2.242000,0.145977,132.766768
2.282000,0.142533,135.403017
2.322000,0.137834,137.935908
2.362000,0.132979,140.369476
2.402000,0.128468,142.564758
2.442000,0.125813,148.226066
2.482000,0.121693,139.471462
2.522000,0.117809,132.486199
2.562000,0.113860,126.361782
2.602000,0.109733,119.349621
2.642000,0.105292,110.728855
2.682000,0.100487,100.687736
2.722000,0.095915,91.218249
2.762000,0.091072,79.106503
2.802000,0.086434,68.289511
2.842000,0.082225,63.863404
2.882000,0.078460,68.157401
2.922000,0.074565,66.316470
2.962000,0.070247,63.603345
3.002000,0.065640,65.230977
3.042000,0.062373,60.994103
3.082000,0.059454,58.581528
3.122000,0.056906,58.551181
3.162000,0.054627,57.761412
3.202000,0.052488,53.643342
3.242000,0.050430,56.202965
3.282000,0.048453,55.374399
3.322000,0.046537,57.802970
3.362000,0.044691,57.984899
3.402000,0.042926,56.737217
3.442000,0.041237,58.018753
3.482000,0.039617,60.279579
3.522000,0.038065,62.262586
3.562000,0.036573,64.139107
3.602000,0.035139,65.955207
3.642000,0.033756,67.821810
3.682000,0.032418,68.530855
3.722000,0.031143,70.129540
3.762000,0.029901,71.729440
3.802000,0.028692,73.107400
3.842000,0.027549,73.943385
3.882000,0.026450,73.977298
3.922000,0.025392,74.355012
3.962000,0.024376,74.650284
4.002000,0.023408,75.107503
4.042000,0.022480,75.292998
4.082000,0.021585,75.513609
4.122000,0.020724,75.626169
4.162000,0.019896,75.794576
4.202000,0.019097,76.008071
4.242000,0.018332,76.369124
4.282000,0.017598,76.487860
4.322000,0.016891,76.682021
4.362000,0.016223,76.663145
4.402000,0.015578,76.703107
4.442000,0.014963,76.065824
4.482000,0.014371,75.751104
4.522000,0.013802,77.246715
4.562000,0.013260,77.362073
4.602000,0.012734,74.422496
4.642000,0.012232,78.078095
4.682000,0.011760,73.019640
4.722000,0.011289,76.812901
4.762000,0.010839,75.033862
4.802000,0.010413,74.538694
4.842000,0.010003,77.915032
4.882000,0.009613,74.488474
4.922000,0.009231,76.451907
4.962000,0.008865,76.561765
5.002000,0.008516,75.607413
5.042000,0.008181,77.554664
5.082000,0.007860,75.999343
5.122000,0.007549,78.044758
5.162000,0.007252,76.706443
5.202000,0.006966,78.368447
5.242000,0.006694,77.622700
5.282000,0.006428,78.206647
5.322000,0.006173,79.309987
5.362000,0.005930,76.840179
5.402000,0.005674,74.922442
5.442000,0.005443,75.720257
5.482000,0.005226,76.388196
