time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
0.002000,37.292312,0.731367,0.253399,0.000210,-0.000396,-0.253399,0.000138,0.001025,-0.165612
0.042000,32.713991,0.921185,0.819958,-0.000385,-0.002871,-0.819958,-0.000119,0.014070,-0.514944
0.082000,33.179913,0.895741,0.418262,-0.000244,0.001182,-0.379901,0.000138,0.010507,-0.418262
0.122000,31.817983,0.836076,0.413728,-0.000859,0.003666,-0.348039,0.000061,0.013521,-0.413728
0.162000,30.555470,0.803701,0.408272,-0.001251,0.008319,-0.344207,0.000092,0.018804,-0.408272
0.202000,29.352889,0.754687,0.403816,-0.001766,0.012372,-0.342976,0.000094,0.024876,-0.403816
0.242000,28.200650,0.704291,0.397794,-0.002223,0.014950,-0.341665,0.000034,0.030012,-0.397794
0.282000,27.102989,0.656336,0.390888,-0.002665,0.019186,-0.340097,-0.000017,0.035728,-0.390888
0.322000,26.083158,0.647891,0.384098,-0.003115,0.019625,-0.337059,-0.000134,0.040034,-0.384098
0.362000,25.200617,0.653432,0.375690,-0.003548,0.021161,-0.333943,-0.000205,0.045283,-0.375690
0.402000,24.446712,0.647219,0.366350,-0.004005,0.026598,-0.329429,-0.000344,0.051685,-0.366350
0.442000,23.808406,0.640072,0.361223,-0.004426,0.031373,-0.329818,-0.000495,0.057186,-0.361223
0.482000,23.233681,0.634327,0.354571,-0.004705,0.030839,-0.329064,-0.000628,0.061348,-0.354571
0.522000,22.899220,0.629071,0.348275,-0.005003,0.030193,-0.329713,-0.000752,0.065233,-0.348275
0.562000,22.816611,0.624062,0.341942,-0.005306,0.029463,-0.330947,-0.000875,0.069146,-0.341942
0.602000,22.988139,0.619201,0.335591,-0.005647,0.028551,-0.332606,-0.000985,0.072869,-0.335591
0.642000,22.162144,0.614365,0.335084,-0.005777,0.024592,-0.335084,-0.001105,0.077101,-0.328761
0.682000,21.503962,0.609891,0.335980,-0.006224,0.025697,-0.335980,-0.001231,0.082315,-0.321273
0.722000,20.974601,0.605685,0.337524,-0.006562,0.025272,-0.337524,-0.001361,0.087218,-0.313959
0.762000,20.342548,0.601625,0.339302,-0.006863,0.024404,-0.339302,-0.001491,0.091944,-0.306789
0.802000,19.544913,0.597723,0.340664,-0.007193,0.022961,-0.340664,-0.001605,0.095793,-0.300430
0.842000,18.778551,0.594067,0.342007,-0.007473,0.022312,-0.342007,-0.001704,0.099817,-0.293449
0.882000,18.042238,0.590608,0.343099,-0.007757,0.022020,-0.343099,-0.001806,0.103899,-0.286778
0.922000,17.334797,0.587288,0.344115,-0.008035,0.021822,-0.344115,-0.001906,0.107867,-0.280348
0.962000,16.655096,0.584088,0.345108,-0.008303,0.021637,-0.345108,-0.002004,0.111676,-0.274134
1.002000,16.002066,0.580998,0.346090,-0.008562,0.021447,-0.346090,-0.002099,0.115312,-0.268122
1.042000,15.374631,0.578025,0.347060,-0.008810,0.021236,-0.347060,-0.002191,0.118782,-0.262311
1.082000,14.771828,0.575126,0.348012,-0.009048,0.021037,-0.348012,-0.002279,0.122092,-0.256690
1.122000,14.192667,0.572329,0.348946,-0.009276,0.020828,-0.348946,-0.002363,0.125252,-0.251263
1.162000,13.636194,0.569625,0.349857,-0.009496,0.020617,-0.349857,-0.002445,0.128272,-0.246023
1.202000,13.101542,0.567008,0.350011,-0.009710,0.021405,-0.350011,-0.002522,0.131106,-0.241128
