time,tracking_error,contact_force
3.042000,0.227393,0.033993
3.082000,0.223926,-0.000000
3.122000,0.220558,-0.000000
3.162000,0.219795,-0.000000
3.202000,0.220893,-0.000000
3.242000,0.221997,-0.000000
3.282000,0.222998,-0.000000
3.322000,0.222388,-0.000000
3.362000,0.221627,-0.000000
3.402000,0.220601,-0.000000
3.442000,0.221316,0.238884
3.482000,0.220761,0.621576
3.522000,0.218248,0.989080
3.562000,0.215656,1.342835
3.602000,0.214026,1.682678
3.642000,0.211652,2.009073
3.682000,0.210211,2.323263
3.722000,0.209058,2.625160
3.762000,0.207183,2.915109
3.802000,0.207614,3.193252
3.842000,0.209007,3.460276
3.882000,0.210367,3.716815
3.922000,0.211588,3.963345
3.962000,0.212301,4.200531
4.002000,0.212591,4.428110
4.042000,0.213228,4.646817
4.082000,0.214536,4.857123
4.122000,0.214584,5.058866
4.162000,0.215389,5.252821
4.202000,0.214344,5.439024
4.242000,0.211750,5.617872
4.282000,0.210088,5.790270
4.322000,0.208138,5.955863
4.362000,0.206517,6.114920
4.402000,0.204737,6.267723
4.442000,0.202766,6.414086
4.482000,0.200976,6.554768
4.522000,0.199264,6.689901
4.562000,0.197677,6.819728
4.602000,0.196227,6.944872
4.642000,0.194887,7.064986
4.682000,0.193657,7.180729
4.722000,0.192521,7.292143
4.762000,0.191506,7.398627
4.802000,0.190537,7.500958
4.842000,0.189675,7.599469
4.882000,0.188869,7.694400
4.922000,0.188138,7.784953
4.962000,0.187474,7.872772
5.002000,0.186869,7.957473
5.042000,0.186329,8.038419
5.082000,0.185814,8.115692
5.122000,0.185292,8.190322
5.162000,0.184709,8.261413
5.202000,0.184170,8.322382
5.242000,0.183677,8.363527
5.282000,0.183223,8.386774
5.322000,0.182801,8.400439
5.362000,0.182398,8.427815
5.402000,0.182003,8.486104
5.442000,0.181604,8.545408
5.482000,0.181172,8.602442
5.522000,0.180790,8.657347
5.562000,0.180372,8.709998
5.602000,0.179906,8.760580
5.642000,0.179372,8.809178
5.682000,0.178843,8.855870
5.722000,0.178297,8.900731
5.762000,0.177638,8.928323
5.802000,0.176957,8.777998
5.842000,0.176297,8.575258
5.882000,0.175649,8.211072
5.922000,0.175041,7.548116
5.962000,0.174430,6.662036
6.002000,0.173770,5.509935
6.042000,0.173132,4.663336
6.082000,0.172442,4.519950
6.122000,0.171677,4.734826
6.162000,0.170854,4.941276
6.202000,0.170073,4.861266
6.242000,0.169339,4.852013
6.282000,0.168607,4.725537
6.322000,0.167889,4.404775
6.362000,0.167184,3.977791
6.402000,0.166481,3.432013
6.442000,0.165749,2.819777
6.482000,0.165007,2.552382
6.522000,0.164340,2.117937
6.562000,0.163677,1.629044
6.602000,0.162982,1.138468
6.642000,0.162245,0.646276
6.682000,0.161440,0.097517
6.722000,0.160572,-0.000000
6.762000,0.159877,0.176634
6.802000,0.159156,0.546865
6.842000,0.158376,0.752256
6.882000,0.157604,0.811532
6.922000,0.156855,0.772510
6.962000,0.156131,0.656574
7.002000,0.155430,0.465648
7.042000,0.154750,0.169285
7.082000,0.154084,0.097895
7.122000,0.153428,0.417427
7.162000,0.152774,0.552913
7.202000,0.152083,0.694895
7.242000,0.151368,0.912630
7.282000,0.150629,1.116019
7.322000,0.149964,0.730328
7.362000,0.149185,0.333780
7.402000,0.148307,0.591689
7.442000,0.147357,0.960596
7.482000,0.146512,1.315036
7.522000,0.145578,1.655578
7.562000,0.144655,1.982767
7.602000,0.143768,2.297128
7.642000,0.142916,2.599161
7.682000,0.142097,2.889352
7.722000,0.141309,3.168165
7.762000,0.140549,3.436045
7.802000,0.139814,3.693421
7.842000,0.139113,3.940705
7.882000,0.138437,4.178294
7.922000,0.137778,4.406566
7.962000,0.137133,4.625888
