time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
0.002000,37.295291,0.731514,0.261799,0.000206,-0.000406,-0.261799,0.000151,0.001053,-0.167139
0.042000,36.590410,0.745115,0.460847,-0.000006,-0.000612,-0.460847,-0.000084,0.002934,-0.272777
0.082000,35.712804,0.745860,0.524856,0.000061,-0.004624,-0.524856,-0.000146,0.005804,-0.294348
0.122000,34.834189,0.745140,0.492675,0.000031,-0.006925,-0.492675,-0.000230,0.009404,-0.284354
0.162000,33.947088,0.744662,0.488883,0.000049,-0.011448,-0.488883,-0.000329,0.013206,-0.277619
0.202000,33.089012,0.744588,0.482732,0.000046,-0.016260,-0.482732,-0.000442,0.017768,-0.268461
0.242000,32.262847,0.744523,0.479206,0.000029,-0.021617,-0.479206,-0.000562,0.022695,-0.260598
0.282000,31.469164,0.744059,0.479088,0.000024,-0.027915,-0.479088,-0.000683,0.027652,-0.254742
0.322000,30.737502,0.743103,0.479076,0.000025,-0.034586,-0.479076,-0.000805,0.032730,-0.250183
0.362000,30.131002,0.741666,0.478506,0.000007,-0.041150,-0.478506,-0.000929,0.038027,-0.246781
0.402000,29.622658,0.739741,0.477391,-0.000010,-0.047683,-0.477391,-0.001052,0.043384,-0.244482
0.442000,29.005960,0.737362,0.475596,-0.000043,-0.053859,-0.475596,-0.001177,0.048868,-0.243128
0.482000,28.578118,0.734559,0.473211,-0.000091,-0.059666,-0.473211,-0.001301,0.054420,-0.242658
0.522000,28.470893,0.731371,0.470404,-0.000142,-0.065184,-0.470404,-0.001424,0.059908,-0.242918
0.562000,28.197052,0.727844,0.467055,-0.000221,-0.070029,-0.467055,-0.001549,0.065499,-0.243872
0.602000,28.093629,0.724001,0.463462,-0.000299,-0.074563,-0.463462,-0.001671,0.071007,-0.245446
0.642000,27.675378,0.719872,0.459595,-0.000403,-0.078448,-0.459595,-0.001795,0.076562,-0.247650
0.682000,27.136632,0.715502,0.456175,-0.000493,-0.082240,-0.456175,-0.001910,0.081666,-0.250132
0.722000,26.624296,0.711004,0.452433,-0.000611,-0.085329,-0.452433,-0.002026,0.086668,-0.252636
0.762000,26.140547,0.706433,0.448717,-0.000734,-0.087960,-0.448717,-0.002138,0.091509,-0.255136
0.802000,25.682861,0.701825,0.445177,-0.000872,-0.090124,-0.445177,-0.002246,0.096182,-0.257617
0.842000,25.257874,0.697211,0.441785,-0.001008,-0.091935,-0.441785,-0.002348,0.100657,-0.259995
0.882000,24.862542,0.692618,0.438622,-0.001170,-0.093161,-0.438622,-0.002449,0.105048,-0.262346
0.922000,24.492930,0.688079,0.435472,-0.001307,-0.094315,-0.435472,-0.002539,0.109190,-0.264558
0.962000,24.145720,0.683566,0.432788,-0.001470,-0.095127,-0.432788,-0.002633,0.113182,-0.266797
1.002000,23.818736,0.679088,0.430211,-0.001633,-0.095702,-0.430211,-0.002721,0.117005,-0.268884
1.042000,23.509554,0.674658,0.427765,-0.001787,-0.096171,-0.427765,-0.002803,0.120655,-0.270855
1.082000,23.174211,0.670295,0.425497,-0.001956,-0.096318,-0.425497,-0.002885,0.124211,-0.272778
1.122000,22.818806,0.665976,0.423324,-0.002125,-0.096307,-0.423324,-0.002963,0.127540,-0.274981
1.162000,22.480114,0.661813,0.420979,-0.002270,-0.096223,-0.420979,-0.003028,0.130812,-0.276627
1.202000,22.157043,0.657697,0.419254,-0.002440,-0.096150,-0.419254,-0.003102,0.133843,-0.278384
1.242000,21.847858,0.653632,0.417621,-0.002613,-0.095900,-0.417621,-0.003173,0.136771,-0.280026
1.282000,21.551566,0.649625,0.415993,-0.002775,-0.095600,-0.415993,-0.003238,0.139558,-0.281496
1.322000,21.266606,0.645689,0.414434,-0.002932,-0.095242,-0.414434,-0.003299,0.142235,-0.282878
1.362000,20.991416,0.641839,0.412977,-0.003095,-0.094731,-0.412977,-0.003359,0.144835,-0.284217
1.402000,20.725451,0.638071,0.411604,-0.003259,-0.094144,-0.411604,-0.003417,0.147324,-0.285491
1.442000,20.468509,0.634378,0.410309,-0.003423,-0.093498,-0.410309,-0.003473,0.149695,-0.286687
1.482000,20.223416,0.630757,0.409175,-0.003564,-0.093230,-0.409175,-0.003523,0.151815,-0.287736
1.522000,20.009346,0.626825,0.408624,-0.003727,-0.092989,-0.408624,-0.003582,0.153702,-0.289400
1.562000,19.807881,0.621822,0.406876,-0.003876,-0.091794,-0.406876,-0.003618,0.156038,-0.290607
1.602000,19.618047,0.617374,0.405676,-0.004027,-0.090978,-0.405676,-0.003662,0.158003,-0.291676
1.642000,19.439370,0.613848,0.404745,-0.004175,-0.090302,-0.404745,-0.003706,0.159804,-0.292564
1.682000,19.269705,0.610768,0.403912,-0.004324,-0.089588,-0.403912,-0.003749,0.161548,-0.293366
1.722000,19.107831,0.607850,0.403126,-0.004473,-0.088827,-0.403126,-0.003790,0.163230,-0.294070
1.762000,18.920425,0.605013,0.402343,-0.004605,-0.088167,-0.402343,-0.003827,0.164808,-0.294661
1.802000,18.714956,0.602249,0.401588,-0.004744,-0.087382,-0.401588,-0.003864,0.166374,-0.295227
1.842000,18.516905,0.599494,0.400951,-0.004879,-0.086659,-0.400951,-0.003900,0.167861,-0.295801
1.882000,18.328122,0.596531,0.400325,-0.005013,-0.085883,-0.400325,-0.003933,0.169315,-0.296420
1.922000,18.149443,0.593212,0.399681,-0.005145,-0.085205,-0.399681,-0.003966,0.170678,-0.296972
1.962000,17.999227,0.589993,0.399178,-0.005272,-0.084390,-0.399178,-0.003995,0.171990,-0.297502
2.002000,17.852374,0.586048,0.398121,-0.005412,-0.083354,-0.398121,-0.004024,0.173366,-0.298100
2.042000,17.708683,0.581352,0.395884,-0.005581,-0.081450,-0.395884,-0.004052,0.174954,-0.298979
2.082000,17.573831,0.576040,0.396858,-0.005662,-0.081739,-0.396858,-0.004075,0.175587,-0.300199
2.122000,17.444001,0.569830,0.396814,-0.005762,-0.081770,-0.396814,-0.004100,0.176404,-0.301173
2.162000,17.358864,0.566107,0.396100,-0.005880,-0.081234,-0.396100,-0.004125,0.177452,-0.301684
2.202000,17.370036,0.565727,0.395764,-0.006003,-0.080166,-0.395764,-0.004143,0.178303,-0.300936
2.242000,17.440581,0.563860,0.395668,-0.006124,-0.079347,-0.395668,-0.004163,0.179101,-0.299775
2.282000,17.551774,0.560978,0.395488,-0.006245,-0.078377,-0.395488,-0.004184,0.180184,-0.298971
2.322000,17.641856,0.558998,0.395343,-0.006360,-0.077508,-0.395343,-0.004204,0.181241,-0.298476
2.362000,17.719313,0.557565,0.395217,-0.006471,-0.076703,-0.395217,-0.004223,0.182193,-0.297959
