time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
0.002000,33.300869,0.731149,0.279350,0.000198,-0.000426,-0.279350,0.000177,0.001111,-0.170298
0.042000,33.315915,0.735225,0.460566,0.000041,-0.001286,-0.460566,-0.000035,0.000915,-0.273905
0.082000,33.307353,0.734114,0.468761,0.000031,-0.001980,-0.468761,-0.000063,0.002372,-0.287374
0.122000,33.297569,0.732486,0.514390,0.000065,-0.003909,-0.514390,-0.000098,0.003684,-0.297956
0.162000,33.287708,0.733394,0.479677,0.000049,-0.005052,-0.479677,-0.000140,0.005598,-0.282486
0.202000,33.277919,0.734914,0.473340,0.000042,-0.006864,-0.473340,-0.000187,0.007528,-0.273789
0.242000,33.268488,0.736381,0.474418,0.000048,-0.009205,-0.474418,-0.000236,0.009381,-0.267777
0.282000,33.259123,0.737821,0.474724,0.000043,-0.011459,-0.474724,-0.000288,0.011509,-0.260564
0.322000,33.250939,0.739065,0.475682,0.000031,-0.013745,-0.475682,-0.000342,0.013828,-0.253485
0.362000,33.242252,0.740017,0.477477,0.000025,-0.016288,-0.477477,-0.000398,0.016146,-0.247150
0.402000,33.234695,0.740768,0.480933,0.000029,-0.019183,-0.480933,-0.000455,0.018239,-0.242632
0.442000,33.228300,0.741578,0.480517,0.000006,-0.021405,-0.480517,-0.000510,0.020815,-0.236029
0.482000,33.222690,0.742273,0.481206,-0.000017,-0.023726,-0.481206,-0.000566,0.023403,-0.230285
0.522000,33.215930,0.742715,0.482361,-0.000044,-0.026075,-0.482361,-0.000624,0.026096,-0.224691
0.562000,33.209808,0.742922,0.487014,-0.000047,-0.028997,-0.487014,-0.000683,0.028603,-0.219948
0.602000,33.204309,0.743195,0.485680,-0.000077,-0.031281,-0.485680,-0.000740,0.031102,-0.215260
0.642000,33.199402,0.743562,0.489002,-0.000091,-0.033845,-0.489002,-0.000795,0.033764,-0.210513
0.682000,33.195070,0.744000,0.491025,-0.000113,-0.036274,-0.491025,-0.000852,0.036615,-0.205208
0.722000,33.191306,0.744480,0.494038,-0.000135,-0.038828,-0.494038,-0.000910,0.039733,-0.199098
0.762000,33.188115,0.744961,0.494527,-0.000170,-0.041202,-0.494527,-0.000970,0.042977,-0.192591
0.802000,33.185471,0.745365,0.493796,-0.000200,-0.043769,-0.493796,-0.001030,0.045729,-0.187587
0.842000,33.182991,0.745765,0.498509,-0.000217,-0.046569,-0.498509,-0.001082,0.048660,-0.182868
