time,tracking_error,contact_force
0.002000,0.328239,-0.000000
0.042000,0.325773,-0.000000
0.082000,0.323174,-0.000000
0.122000,0.320495,-0.000000
0.162000,0.317789,-0.000000
0.202000,0.315046,-0.000000
0.242000,0.312242,-0.000000
0.282000,0.309348,-0.000000
0.322000,0.306327,-0.000000
0.362000,0.303184,-0.000000
0.402000,0.299932,-0.000000
0.442000,0.296585,-0.000000
0.482000,0.293197,-0.000000
0.522000,0.289796,-0.000000
0.562000,0.286422,-0.000000
0.602000,0.283070,-0.000000
0.642000,0.279799,-0.000000
0.682000,0.276551,-0.000000
0.722000,0.273374,0.530666
0.762000,0.270351,1.686175
0.802000,0.267326,2.796375
0.842000,0.264367,3.862570
0.882000,0.261489,4.875282
0.922000,0.258731,5.833729
0.962000,0.256193,6.742102
1.002000,0.253629,7.592774
1.042000,0.251137,8.405906
1.082000,0.248741,9.185850
1.122000,0.246435,9.934355
1.162000,0.244216,10.579492
1.202000,0.242082,11.064505
1.242000,0.240021,11.557481
1.282000,0.238042,12.060884
1.322000,0.236145,12.600175
1.362000,0.234368,13.130840
1.402000,0.232770,13.673592
1.442000,0.231193,14.229530
1.482000,0.229662,14.764736
1.522000,0.228859,13.833101
1.562000,0.226099,11.373911
1.602000,0.222840,9.169704
1.642000,0.219681,6.986204
1.682000,0.216666,4.835313
1.722000,0.214215,3.385871
1.762000,0.211565,1.627369
1.802000,0.208987,0.196624
1.842000,0.206703,-0.000000
1.882000,0.204559,-0.000000
1.922000,0.202526,-0.000000
1.962000,0.200643,-0.000000
2.002000,0.198890,-0.000000
2.042000,0.197269,-0.000000
2.082000,0.195735,-0.000000
2.122000,0.194305,-0.000000
2.162000,0.193008,-0.000000
2.202000,0.191784,-0.000000
2.242000,0.190656,-0.000000
2.282000,0.189619,-0.000000
2.322000,0.188616,-0.000000
2.362000,0.187571,0.554891
2.402000,0.186593,1.704556
2.442000,0.185682,2.786653
2.482000,0.184829,3.806546
2.522000,0.184017,4.787223
2.562000,0.183228,5.766434
