time,tracking_error,contact_force
3.402000,0.233289,-0.000000
3.442000,0.234074,-0.000000
3.482000,0.234838,-0.000000
3.522000,0.235579,-0.000000
3.562000,0.235894,-0.000000
3.602000,0.236509,-0.000000
3.642000,0.236973,-0.000000
3.682000,0.233782,0.305417
3.722000,0.229749,0.607121
3.762000,0.227138,0.897628
3.802000,0.224108,1.176405
3.842000,0.222604,1.443977
3.882000,0.220963,1.701203
3.922000,0.219270,1.948742
3.962000,0.217163,2.186568
4.002000,0.214604,2.415038
4.042000,0.212210,2.634556
4.082000,0.209845,2.845047
4.122000,0.207512,3.047358
4.162000,0.207761,3.241766
4.202000,0.209220,3.428612
4.242000,0.210614,3.608051
4.282000,0.210847,3.780474
4.322000,0.211587,3.946005
4.362000,0.212972,4.105038
4.402000,0.213898,4.257864
4.442000,0.214459,4.404968
4.482000,0.214260,4.546212
4.522000,0.213691,4.681814
4.562000,0.211698,4.811925
4.602000,0.211853,4.937031
4.642000,0.211319,5.057473
4.682000,0.210248,5.173080
4.722000,0.208380,5.284237
4.762000,0.207391,5.390856
4.802000,0.205681,5.493742
4.842000,0.204635,5.592522
4.882000,0.203007,5.687241
4.922000,0.201211,5.778886
4.962000,0.199580,5.866471
5.002000,0.197969,5.950245
5.042000,0.196537,6.031795
5.082000,0.195233,6.109965
5.122000,0.194023,6.184354
5.162000,0.192948,6.256436
5.202000,0.191952,6.325768
5.242000,0.191027,6.391878
5.282000,0.190180,6.455362
5.322000,0.189410,6.516584
5.362000,0.188706,6.575732
5.402000,0.188086,6.631836
5.442000,0.187460,6.685830
5.482000,0.186926,6.738708
5.522000,0.186396,6.789326
5.562000,0.185785,6.836910
5.602000,0.185205,6.879565
5.642000,0.184672,6.903706
5.682000,0.184183,6.908834
5.722000,0.183730,6.902294
5.762000,0.183302,6.898955
5.802000,0.182883,6.932084
5.842000,0.182466,6.973758
5.882000,0.182021,7.013994
5.922000,0.181605,7.052783
5.962000,0.181176,7.089933
6.002000,0.180692,7.125618
6.042000,0.180134,7.159903
6.082000,0.179563,7.192844
6.122000,0.178991,7.223636
6.162000,0.178305,7.227292
6.202000,0.177601,7.046951
6.242000,0.176918,6.817764
6.282000,0.176253,6.395462
6.322000,0.175611,5.722585
6.362000,0.174947,4.843661
6.402000,0.174257,3.913057
6.442000,0.173581,3.073706
6.482000,0.172814,2.826722
6.522000,0.172007,3.029569
6.562000,0.171187,3.224462
6.602000,0.170387,3.411712
6.642000,0.169605,3.502960
6.682000,0.168874,3.182298
6.722000,0.168150,2.717501
6.762000,0.167399,2.138566
6.802000,0.166647,1.470796
6.842000,0.165982,1.066783
6.882000,0.165314,0.635435
6.922000,0.164618,0.100711
6.962000,0.163887,-0.000000
7.002000,0.163187,-0.000000
7.042000,0.162352,-0.000000
7.082000,0.161430,-0.000000
7.122000,0.160573,-0.000000
7.162000,0.159713,-0.000000
7.202000,0.158879,-0.000000
7.242000,0.158076,-0.000000
7.282000,0.157299,-0.000000
7.322000,0.156544,-0.000000
7.362000,0.155807,-0.000000
7.402000,0.155113,-0.000000
7.442000,0.154491,-0.000000
7.482000,0.153759,-0.000000
7.522000,0.152985,-0.000000
7.562000,0.152187,-0.000000
7.602000,0.151357,-0.000000
7.642000,0.150474,-0.000000
7.682000,0.149520,-0.000000
7.722000,0.148550,-0.000000
7.762000,0.147574,-0.000000
7.802000,0.146553,-0.000000
7.842000,0.145569,-0.000000
7.882000,0.144624,-0.000000
7.922000,0.143715,-0.000000
7.962000,0.142840,0.232180
8.002000,0.141996,0.536760
8.042000,0.141181,0.829398
8.082000,0.140395,1.110561
8.122000,0.139628,1.380700
8.162000,0.138886,1.640247
8.202000,0.138160,1.889616
8.242000,0.137430,2.129208
8.282000,0.136682,2.359405
8.322000,0.135896,2.580575
8.362000,0.135045,2.791502
8.402000,0.134114,2.983675
8.442000,0.133103,3.157005
8.482000,0.132204,3.327730
8.522000,0.131261,3.483596
8.562000,0.130332,3.640426
8.602000,0.129438,3.794869
8.642000,0.128578,3.946035
8.682000,0.127752,4.093580
8.722000,0.126956,4.237326
8.762000,0.126189,4.377166
8.802000,0.125449,4.513024
8.842000,0.124733,4.644845
8.882000,0.124039,4.772575
8.922000,0.123361,4.896130
8.962000,0.122695,5.015241
9.002000,0.122038,5.129762
9.042000,0.121382,5.239621
9.082000,0.120760,5.344174
9.122000,0.120150,5.444597
9.162000,0.119528,5.512259
9.202000,0.118883,5.451955
9.242000,0.118205,5.478810
9.282000,0.117492,5.572199
9.322000,0.116776,5.658962
9.362000,0.116057,5.739816
9.402000,0.115331,5.814820
9.442000,0.114613,5.886553
9.482000,0.113910,5.956287
9.522000,0.113224,6.024271
9.562000,0.112555,6.090661
9.602000,0.111902,6.155556
9.642000,0.111267,6.219012
9.682000,0.110648,6.281046
9.722000,0.110046,6.341653
9.762000,0.109459,6.400802
9.802000,0.108887,6.458474
9.842000,0.108328,6.514698
9.882000,0.107781,6.569423
9.922000,0.107243,6.622594
9.962000,0.106724,6.675851
10.002000,0.106214,6.727194
10.042000,0.105707,6.776370
10.082000,0.105198,6.823496
10.122000,0.104682,6.868625
10.162000,0.104175,6.912301
10.202000,0.103683,6.954659
10.242000,0.103204,6.995549
10.282000,0.102733,7.034814
10.322000,0.102268,7.072281
10.362000,0.101802,7.107732
10.402000,0.101329,7.140852
10.442000,0.100838,7.170862
10.482000,0.100320,7.192479
10.522000,0.099780,7.203395
10.562000,0.099228,7.204072
10.602000,0.098668,7.193564
10.642000,0.098105,7.170467
10.682000,0.097542,7.145934
10.722000,0.096981,7.145402
10.762000,0.096424,7.141681
10.802000,0.095872,7.135184
10.842000,0.095328,7.126186
10.882000,0.094790,7.115625
10.922000,0.094266,7.104633
10.962000,0.093753,7.095651
11.002000,0.093254,7.084201
11.042000,0.092780,7.072348
11.082000,0.092326,7.060150
11.122000,0.091887,7.064774
11.162000,0.091470,7.080083
11.202000,0.091061,7.092973
11.242000,0.090657,7.105435
11.282000,0.090252,7.116646
11.322000,0.089844,7.125626
11.362000,0.089425,7.131253
11.402000,0.088989,7.132215
11.442000,0.088524,7.126902
11.482000,0.088018,7.114087
11.522000,0.087518,7.104241
11.562000,0.087106,7.115805
11.602000,0.086578,7.113219
11.642000,0.086017,7.104165
11.682000,0.085452,7.095964
11.722000,0.084882,7.090459
11.762000,0.084310,7.088662
11.802000,0.083737,7.090619
11.842000,0.083172,7.096791
11.882000,0.082623,7.107243
11.922000,0.082085,7.121251
11.962000,0.081557,7.138087
12.002000,0.081054,7.157248
12.042000,0.080565,7.178193
12.082000,0.080087,7.200487
12.122000,0.079619,7.223750
12.162000,0.079157,7.247654
12.202000,0.078697,7.271911
12.242000,0.078233,7.296273
12.282000,0.077758,7.320528
12.322000,0.077259,7.344507
12.362000,0.076751,7.368376
12.402000,0.076379,7.393013
12.442000,0.075894,7.416811
12.482000,0.075307,7.439678
12.522000,0.074686,7.461649
12.562000,0.074043,7.482758
12.602000,0.073379,7.503039
12.642000,0.072701,7.522525
12.682000,0.072013,7.541247
12.722000,0.071318,7.559229
12.762000,0.070621,7.574856
12.802000,0.069926,7.585897
12.842000,0.069232,7.591775
12.882000,0.068543,7.592651
12.922000,0.067880,7.590096
12.962000,0.067242,7.583787
13.002000,0.066627,7.574123
13.042000,0.065993,7.563440
13.082000,0.065396,7.541981
13.122000,0.064829,7.512395
13.162000,0.064270,7.472260
13.202000,0.063703,7.423083
13.242000,0.063118,7.407014
13.282000,0.062515,7.386477
13.322000,0.061893,7.361387
13.362000,0.061251,7.331759
13.402000,0.060590,7.297742
13.442000,0.059914,7.259584
13.482000,0.059224,7.217644
13.522000,0.058522,7.172439
13.562000,0.057827,7.126312
13.602000,0.057179,7.113954
13.642000,0.056547,7.087731
13.682000,0.055928,7.067566
13.722000,0.055324,7.053206
13.762000,0.054763,7.058392
13.802000,0.054192,7.058218
13.842000,0.053615,7.054893
13.882000,0.053026,7.050965
13.922000,0.052425,7.047575
13.962000,0.051804,7.042598
14.002000,0.051154,7.033078
14.042000,0.050513,7.034013
14.082000,0.049896,7.040188
14.122000,0.049303,7.050449
14.162000,0.048732,7.064048
14.202000,0.048183,7.080352
14.242000,0.047655,7.098822
14.282000,0.047146,7.118998
14.322000,0.046656,7.140489
14.362000,0.046184,7.162962
14.402000,0.045728,7.186135
14.442000,0.045288,7.209769
14.482000,0.044862,7.233659
14.522000,0.044448,7.257634
14.562000,0.044047,7.281550
14.602000,0.043655,7.305285
14.642000,0.043273,7.328738
14.682000,0.042898,7.351828
14.722000,0.042528,7.374487
14.762000,0.042204,7.397477
14.802000,0.041938,7.420876
14.842000,0.041678,7.443560
14.882000,0.041423,7.465363
14.922000,0.041173,7.486317
14.962000,0.040927,7.506420
15.002000,0.040686,7.525742
15.042000,0.040449,7.544285
15.082000,0.040217,7.467027
15.122000,0.039990,7.274236
15.162000,0.039767,7.081579
15.202000,0.039549,6.892635
15.242000,0.039331,6.727556
15.282000,0.039022,6.756035
15.322000,0.038615,6.804309
15.362000,0.038226,6.851147
15.402000,0.037849,6.896194
15.442000,0.037484,6.939474
15.482000,0.037133,6.981058
15.522000,0.036794,7.021011
15.562000,0.036469,7.059398
15.602000,0.036157,7.096278
15.642000,0.035856,7.131714
15.682000,0.035567,7.165758
15.722000,0.035289,7.198469
15.762000,0.035022,7.229897
15.802000,0.034764,7.260093
15.842000,0.034516,7.289105
15.882000,0.034277,7.316979
15.922000,0.034046,7.343761
15.962000,0.033824,7.369492
