time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
0.002000,33.312364,0.730937,0.264598,0.000205,-0.000409,-0.264598,0.000155,0.001062,-0.167648
0.042000,32.901014,0.730019,0.461488,-0.000014,-0.000562,-0.461488,-0.000060,0.002699,-0.274648
0.082000,32.211786,0.727323,0.504643,0.000037,-0.003575,-0.504643,-0.000114,0.004960,-0.294704
0.122000,31.458531,0.725479,0.487428,0.000007,-0.005457,-0.487428,-0.000186,0.007974,-0.290384
0.162000,30.718316,0.724711,0.475404,-0.000004,-0.008621,-0.475404,-0.000270,0.011240,-0.285541
0.202000,30.044278,0.724162,0.472912,-0.000010,-0.012720,-0.472912,-0.000365,0.014783,-0.281704
0.242000,29.355442,0.723651,0.466630,-0.000045,-0.016677,-0.466630,-0.000468,0.018770,-0.276979
0.282000,28.675548,0.723021,0.473825,-0.000010,-0.022808,-0.473825,-0.000574,0.022427,-0.273887
0.322000,28.022485,0.722735,0.470990,-0.000026,-0.027806,-0.470990,-0.000686,0.027042,-0.267140
0.362000,27.419118,0.722532,0.467620,-0.000067,-0.032663,-0.467620,-0.000800,0.032007,-0.260745
0.402000,26.910228,0.722047,0.466989,-0.000106,-0.037937,-0.466989,-0.000916,0.037005,-0.255929
0.442000,26.500017,0.721151,0.466700,-0.000149,-0.043290,-0.466700,-0.001033,0.042119,-0.252293
0.482000,25.958586,0.719821,0.466294,-0.000182,-0.048792,-0.466294,-0.001147,0.047177,-0.249601
0.522000,25.533953,0.718101,0.465190,-0.000243,-0.053831,-0.465190,-0.001265,0.052445,-0.247746
0.562000,25.287124,0.715992,0.463707,-0.000302,-0.058754,-0.463707,-0.001381,0.057700,-0.246716
0.602000,25.281044,0.713532,0.461741,-0.000375,-0.063313,-0.461741,-0.001498,0.063017,-0.246394
0.642000,24.965068,0.710746,0.459233,-0.000472,-0.067374,-0.459233,-0.001618,0.068455,-0.246789
0.682000,24.773128,0.707641,0.456621,-0.000554,-0.071436,-0.456621,-0.001734,0.073708,-0.247809
0.722000,24.356021,0.704260,0.453424,-0.000676,-0.074764,-0.453424,-0.001855,0.079149,-0.249438
0.762000,23.957681,0.700609,0.450786,-0.000762,-0.078382,-0.450786,-0.001965,0.084080,-0.251502
0.802000,23.583051,0.696814,0.447809,-0.000884,-0.081296,-0.447809,-0.002077,0.088955,-0.253624
