time,tracking_error,contact_force
0.002000,0.328245,-0.000000
0.042000,0.326026,-0.000000
0.082000,0.323551,-0.000000
0.122000,0.321020,-0.000000
0.162000,0.318437,-0.000000
0.202000,0.315838,-0.000000
0.242000,0.313225,-0.000000
0.282000,0.310586,-0.000000
0.322000,0.307916,-0.000000
0.362000,0.305203,-0.000000
0.402000,0.302428,-0.000000
0.442000,0.299610,-0.000000
0.482000,0.296747,-0.000000
0.522000,0.293862,-0.000000
0.562000,0.290962,-0.000000
0.602000,0.288043,-0.000000
0.642000,0.285139,-0.000000
0.682000,0.282203,-0.000000
0.722000,0.279303,-0.000000
0.762000,0.276437,-0.000000
0.802000,0.273628,-0.000000
0.842000,0.270918,-0.000000
0.882000,0.268226,-0.000000
0.922000,0.265588,-0.000000
0.962000,0.263118,-0.000000
1.002000,0.260703,-0.000000
1.042000,0.258289,-0.000000
1.082000,0.255941,-0.000000
1.122000,0.253675,0.220792
1.162000,0.251485,0.670259
1.202000,0.249400,1.102871
1.242000,0.247523,1.523069
1.282000,0.245623,1.951750
1.322000,0.243761,2.463379
1.362000,0.241955,2.954946
1.402000,0.240209,3.427239
1.442000,0.238521,3.881013
1.482000,0.236887,4.316995
1.522000,0.235311,4.735881
1.562000,0.233793,5.137261
1.602000,0.232332,5.518726
1.642000,0.230923,5.881289
1.682000,0.229564,6.226249
1.722000,0.228253,6.554695
1.762000,0.226987,6.867595
1.802000,0.225767,7.165532
1.842000,0.224591,7.446198
1.882000,0.223379,7.531535
1.922000,0.221513,6.038055
1.962000,0.219831,4.454502
2.002000,0.218239,2.876280
2.042000,0.216570,1.263847
2.082000,0.216650,1.468778
2.122000,0.217454,1.981454
2.162000,0.218402,2.480794
2.202000,0.219365,2.958652
2.242000,0.220306,3.421247
2.282000,0.221250,3.876873
2.322000,0.222190,4.308146
2.362000,0.223123,4.722956
2.402000,0.223809,5.008515
2.442000,0.223058,4.760476
2.482000,0.223128,4.974130
2.522000,0.223821,5.360286
2.562000,0.224429,5.735026
2.602000,0.224967,6.095805
2.642000,0.225683,6.442960
2.682000,0.226531,6.777616
2.722000,0.227389,7.098488
2.762000,0.228220,7.405977
2.802000,0.229033,7.697208
2.842000,0.229825,7.951860
2.882000,0.230596,8.223056
2.922000,0.231243,8.486992
2.962000,0.230948,8.721052
3.002000,0.230002,8.885779
3.042000,0.228951,8.730511
3.082000,0.228004,8.699336
3.122000,0.227215,8.763370
3.162000,0.226339,8.422297
3.202000,0.225539,8.075127
3.242000,0.225476,7.947176
3.282000,0.226016,8.227267
3.322000,0.226532,8.490122
3.362000,0.226879,8.729917
3.402000,0.227017,8.943377
3.442000,0.226647,8.966255
3.482000,0.225926,8.618088
3.522000,0.225320,8.390005
3.562000,0.224259,7.391230
3.602000,0.223619,6.937374
3.642000,0.223257,7.093569
3.682000,0.222394,7.403704
3.722000,0.221236,7.701266
3.762000,0.220116,7.987097
3.802000,0.219040,8.261931
3.842000,0.217984,8.526020
3.882000,0.217572,8.779558
3.922000,0.217470,9.023361
3.962000,0.217443,9.257612
4.002000,0.217179,9.482672
4.042000,0.216180,9.699004
4.082000,0.216152,9.906799
4.122000,0.215885,10.106459
4.162000,0.215656,10.298290
4.202000,0.215782,10.482586
4.242000,0.215883,10.659677
4.282000,0.215928,10.829944
4.322000,0.216002,10.993467
