time,tracking_error,contact_force
4.362000,0.216075,11.150616
4.402000,0.215089,11.301568
4.442000,0.215005,11.446613
4.482000,0.214566,11.585952
4.522000,0.213879,11.719830
4.562000,0.213780,11.848528
4.602000,0.213734,11.972104
4.642000,0.213160,12.090828
4.682000,0.213418,12.204920
4.722000,0.213820,12.314735
4.762000,0.214391,12.420607
4.802000,0.214960,12.521952
4.842000,0.215512,12.619333
4.882000,0.216067,12.712940
4.922000,0.216612,12.802932
4.962000,0.217177,12.889456
5.002000,0.217743,12.972292
5.042000,0.218301,13.051807
5.082000,0.218847,13.128504
5.122000,0.219363,13.202168
5.162000,0.219695,13.272819
5.202000,0.219897,13.340663
5.242000,0.219696,13.405836
5.282000,0.219639,13.468362
5.322000,0.219526,13.528422
5.362000,0.219072,13.586123
5.402000,0.218642,13.641781
5.442000,0.217980,13.695659
5.482000,0.217873,13.747617
5.522000,0.217991,13.796960
5.562000,0.218127,13.844177
5.602000,0.217423,13.889531
5.642000,0.217780,13.933350
5.682000,0.218018,13.975305
5.722000,0.218071,14.015581
5.762000,0.218089,14.054582
5.802000,0.218151,14.091887
5.842000,0.218040,14.128125
5.882000,0.217884,14.162360
5.922000,0.217761,14.196180
5.962000,0.217859,14.228153
6.002000,0.217188,14.258628
6.042000,0.217108,14.287997
6.082000,0.217468,14.316496
6.122000,0.217879,14.344058
6.162000,0.218032,14.370271
6.202000,0.217402,14.395013
6.242000,0.217305,14.418847
6.282000,0.217722,14.442649
6.322000,0.217777,14.465358
6.362000,0.217654,14.487403
6.402000,0.217068,14.508912
6.442000,0.217311,14.529232
6.482000,0.217745,14.548461
6.522000,0.217926,14.566843
6.562000,0.217758,14.584992
6.602000,0.217703,14.601571
6.642000,0.217614,14.617309
6.682000,0.217218,14.632708
6.722000,0.217628,14.647793
6.762000,0.217820,14.661651
6.802000,0.217929,14.675081
6.842000,0.218026,14.688073
6.882000,0.218003,14.700986
6.922000,0.217936,14.713664
6.962000,0.217831,14.725269
7.002000,0.217928,14.737125
7.042000,0.218001,14.748451
7.082000,0.218006,14.758664
7.122000,0.217223,14.769027
7.162000,0.217235,14.779181
7.202000,0.217376,14.787916
7.242000,0.217538,14.796923
7.282000,0.217565,14.805731
7.322000,0.217410,14.814136
7.362000,0.217515,14.822627
7.402000,0.217443,14.829935
7.442000,0.216885,14.839423
7.482000,0.216882,14.846545
7.522000,0.217166,14.853305
7.562000,0.217291,14.861692
7.602000,0.217399,14.867983
7.642000,0.216695,14.873475
7.682000,0.216870,14.878499
7.722000,0.217211,14.882975
7.762000,0.217359,14.887897
7.802000,0.217427,14.893324
7.842000,0.217331,14.897986
7.882000,0.216756,14.902165
7.922000,0.216771,14.906098
7.962000,0.217029,14.910349
