time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
0.002000,59.294342,0.731297,0.278615,0.000199,-0.000426,-0.278615,0.000175,0.001109,-0.170185
0.042000,59.335895,0.735141,0.481265,0.000038,-0.001225,-0.481265,-0.000020,0.000664,-0.265762
0.082000,59.326558,0.735474,0.507972,0.000030,-0.001608,-0.507972,-0.000049,0.001898,-0.273760
0.122000,59.289980,0.735789,0.503162,0.000041,-0.002882,-0.503162,-0.000077,0.003220,-0.270809
0.162000,59.251877,0.736523,0.448083,0.000003,-0.003391,-0.448083,-0.000124,0.005491,-0.256622
0.202000,59.243081,0.736281,0.491748,0.000040,-0.006138,-0.491748,-0.000172,0.007124,-0.264729
0.242000,59.228714,0.736221,0.489944,0.000051,-0.008579,-0.489944,-0.000223,0.009111,-0.260934
0.282000,59.194632,0.736681,0.487100,0.000061,-0.011193,-0.487100,-0.000276,0.011150,-0.256263
0.322000,59.180172,0.737592,0.486902,0.000064,-0.013966,-0.486902,-0.000328,0.013373,-0.249409
0.362000,59.204562,0.738662,0.485307,0.000047,-0.016401,-0.485307,-0.000386,0.015909,-0.241949
0.402000,59.163326,0.739602,0.486598,0.000035,-0.019100,-0.486598,-0.000446,0.018491,-0.235282
0.442000,59.114016,0.740585,0.488302,0.000032,-0.021981,-0.488302,-0.000504,0.020894,-0.229940
0.482000,59.069242,0.741571,0.492537,0.000029,-0.024947,-0.492537,-0.000563,0.023566,-0.224007
0.522000,59.027090,0.742608,0.496286,0.000023,-0.027943,-0.496286,-0.000624,0.026563,-0.216621
0.562000,58.986973,0.743714,0.496429,-0.000002,-0.030664,-0.496429,-0.000688,0.029816,-0.208420
0.602000,58.948325,0.744757,0.497944,-0.000016,-0.033770,-0.497944,-0.000750,0.032638,-0.202403
0.642000,58.911211,0.745787,0.502516,-0.000025,-0.036949,-0.502516,-0.000810,0.035804,-0.196121
0.682000,58.875551,0.746750,0.503020,-0.000057,-0.039607,-0.503020,-0.000871,0.039278,-0.189376
0.722000,58.841250,0.747437,0.504870,-0.000082,-0.042563,-0.504870,-0.000933,0.042696,-0.183379
0.762000,58.808274,0.747811,0.507560,-0.000099,-0.045785,-0.507560,-0.000995,0.045973,-0.178238
0.802000,58.776585,0.748061,0.511815,-0.000089,-0.049609,-0.511815,-0.001056,0.048741,-0.174691
