time,tracking_error,contact_force
5.602000,0.195251,-0.000000
5.642000,0.195790,-0.000000
5.682000,0.196478,-0.000000
5.722000,0.197327,-0.000000
5.762000,0.198308,-0.000000
5.802000,0.199399,-0.000000
5.842000,0.200611,-0.000000
5.882000,0.201930,-0.000000
5.922000,0.203266,-0.000000
5.962000,0.204380,-0.000000
6.002000,0.205243,-0.000000
6.042000,0.205888,-0.000000
6.082000,0.206534,-0.000000
6.122000,0.207344,-0.000000
6.162000,0.208237,-0.000000
6.202000,0.209207,-0.000000
6.242000,0.210231,-0.000000
6.282000,0.211292,-0.000000
6.322000,0.212419,-0.000000
6.362000,0.213610,-0.000000
6.402000,0.214795,-0.000000
6.442000,0.215947,-0.000000
6.482000,0.217076,-0.000000
6.522000,0.218174,-0.000000
6.562000,0.219279,-0.000000
6.602000,0.220395,-0.000000
6.642000,0.221242,-0.000000
6.682000,0.221607,-0.000000
6.722000,0.221592,-0.000000
6.762000,0.221281,-0.000000
6.802000,0.220740,-0.000000
6.842000,0.220026,-0.000000
6.882000,0.219210,-0.000000
6.922000,0.218624,-0.000000
6.962000,0.218367,-0.000000
7.002000,0.218353,-0.000000
7.042000,0.218538,-0.000000
7.082000,0.218896,-0.000000
7.122000,0.219436,-0.000000
7.162000,0.220106,-0.000000
7.202000,0.220716,-0.000000
7.242000,0.220938,-0.000000
7.282000,0.220826,-0.000000
7.322000,0.220452,-0.000000
7.362000,0.219873,-0.000000
7.402000,0.219156,-0.000000
7.442000,0.218576,-0.000000
7.482000,0.218315,-0.000000
7.522000,0.218289,-0.000000
7.562000,0.218200,-0.000000
7.602000,0.217880,-0.000000
7.642000,0.217382,-0.000000
7.682000,0.216798,-0.000000
7.722000,0.216355,-0.000000
7.762000,0.216187,-0.000000
7.802000,0.216253,-0.000000
7.842000,0.216500,-0.000000
7.882000,0.216890,-0.000000
7.922000,0.217396,-0.000000
7.962000,0.217994,-0.000000
8.002000,0.218668,-0.000000
8.042000,0.219439,-0.000000
8.082000,0.220311,-0.000000
8.122000,0.221191,-0.000000
8.162000,0.221727,-0.000000
8.202000,0.221862,-0.000000
8.242000,0.221682,-0.000000
8.282000,0.221256,-0.000000
8.322000,0.220637,-0.000000
8.362000,0.219869,-0.000000
8.402000,0.218995,-0.000000
8.442000,0.218136,-0.000000
8.482000,0.217590,-0.000000
8.522000,0.217353,-0.000000
8.562000,0.217355,-0.000000
8.602000,0.217547,-0.000000
8.642000,0.217893,-0.000000
8.682000,0.218359,-0.000000
8.722000,0.218927,-0.000000
8.762000,0.219608,-0.000000
8.802000,0.220406,-0.000000
8.842000,0.221242,-0.000000
8.882000,0.222012,-0.000000
8.922000,0.222754,-0.000000
8.962000,0.223486,-0.000000
9.002000,0.224205,-0.000000
9.042000,0.224917,-0.000000
9.082000,0.225622,-0.000000
9.122000,0.226323,-0.000000
9.162000,0.227056,-0.000000
9.202000,0.227844,-0.000000
9.242000,0.228612,-0.000000
9.282000,0.229121,-0.000000
9.322000,0.229272,-0.000000
9.362000,0.229171,-0.000000
9.402000,0.228947,-0.000000
9.442000,0.228716,-0.000000
9.482000,0.228622,-0.000000
9.522000,0.228658,-0.000000
9.562000,0.228796,-0.000000
9.602000,0.229012,-0.000000
9.642000,0.229292,-0.000000
9.682000,0.229623,-0.000000
9.722000,0.229983,-0.000000
9.762000,0.230362,-0.000000
9.802000,0.230759,-0.000000
9.842000,0.231168,-0.000000
9.882000,0.231586,-0.000000
9.922000,0.232007,-0.000000
9.962000,0.232430,-0.000000
10.002000,0.232851,-0.000000
10.042000,0.233272,-0.000000
10.082000,0.233698,-0.000000
10.122000,0.234163,-0.000000
10.162000,0.234690,-0.000000
10.202000,0.235237,-0.000000
10.242000,0.235504,-0.000000
10.282000,0.235347,-0.000000
10.322000,0.234856,-0.000000
10.362000,0.234104,-0.000000
10.402000,0.233156,-0.000000
10.442000,0.232077,-0.000000
10.482000,0.231121,-0.000000
10.522000,0.230456,-0.000000
10.562000,0.230034,-0.000000
10.602000,0.229808,-0.000000
10.642000,0.229735,-0.000000
10.682000,0.229786,-0.000000
10.722000,0.229931,-0.000000
10.762000,0.230151,-0.000000
10.802000,0.230429,-0.000000
10.842000,0.230746,-0.000000
10.882000,0.231089,-0.000000
10.922000,0.231449,-0.000000
10.962000,0.231825,-0.000000
11.002000,0.232211,-0.000000
11.042000,0.232605,-0.000000
11.082000,0.233004,-0.000000
11.122000,0.233411,-0.000000
11.162000,0.233851,-0.000000
11.202000,0.234361,-0.000000
11.242000,0.234900,-0.000000
11.282000,0.235204,-0.000000
11.322000,0.235091,-0.000000
11.362000,0.234643,-0.000000
11.402000,0.233928,-0.000000
11.442000,0.233001,-0.000000
11.482000,0.231913,-0.000000
11.522000,0.230729,-0.000000
11.562000,0.229709,-0.000000
11.602000,0.229009,-0.000000
11.642000,0.228574,-0.000000
11.682000,0.228346,-0.000000
11.722000,0.228280,-0.000000
11.762000,0.228342,-0.000000
11.802000,0.228507,-0.000000
11.842000,0.228748,-0.000000
11.882000,0.229049,-0.000000
11.922000,0.229397,-0.000000
11.962000,0.229781,-0.000000
12.002000,0.230190,-0.000000
12.042000,0.230614,-0.000000
12.082000,0.231045,-0.000000
12.122000,0.231474,-0.000000
12.162000,0.231903,-0.000000
12.202000,0.232331,-0.000000
12.242000,0.232757,-0.000000
12.282000,0.233183,-0.000000
12.322000,0.233633,-0.000000
12.362000,0.234150,-0.000000
12.402000,0.234677,-0.000000
12.442000,0.235139,-0.000000
12.482000,0.235562,-0.000000
12.522000,0.235960,-0.000000
12.562000,0.236341,-0.000000
12.602000,0.236711,-0.000000
12.642000,0.237074,-0.000000
12.682000,0.237440,-0.000000
12.722000,0.237603,-0.000000
12.762000,0.237495,-0.000000
12.802000,0.237062,-0.000000
12.842000,0.236440,-0.000000
12.882000,0.235639,-0.000000
12.922000,0.234650,-0.000000
12.962000,0.233515,-0.000000
13.002000,0.232264,-0.000000
13.042000,0.230932,-0.000000
13.082000,0.229546,-0.000000
13.122000,0.228127,-0.000000
13.162000,0.226696,-0.000000
13.202000,0.225362,-0.000000
13.242000,0.224351,-0.000000
13.282000,0.223736,-0.000000
13.322000,0.223479,-0.000000
13.362000,0.223491,-0.000000
13.402000,0.223674,-0.000000
13.442000,0.223992,-0.000000
13.482000,0.224441,-0.000000
13.522000,0.225027,-0.000000
13.562000,0.225679,-0.000000
13.602000,0.226168,-0.000000
13.642000,0.226382,-0.000000
13.682000,0.226351,-0.000000
13.722000,0.226127,-0.000000
13.762000,0.225764,-0.000000
13.802000,0.225273,-0.000000
13.842000,0.224688,-0.000000
13.882000,0.224052,-0.000000
13.922000,0.223390,-0.000000
13.962000,0.222896,-0.000000
14.002000,0.222656,-0.000000
14.042000,0.222620,-0.000000
14.082000,0.222743,-0.000000
14.122000,0.222988,-0.000000
14.162000,0.223333,-0.000000
14.202000,0.223755,-0.000000
14.242000,0.224241,-0.000000
14.282000,0.224815,-0.000000
14.322000,0.225500,-0.000000
14.362000,0.226206,-0.000000
14.402000,0.226764,-0.000000
14.442000,0.227269,-0.000000
14.482000,0.227797,-0.000000
14.522000,0.228336,-0.000000
14.562000,0.228881,-0.000000
14.602000,0.229427,-0.000000
14.642000,0.229969,-0.000000
14.682000,0.230503,-0.000000
14.722000,0.231023,-0.000000
14.762000,0.231530,-0.000000
14.802000,0.232034,-0.000000
14.842000,0.232596,-0.000000
14.882000,0.233223,-0.000000
14.922000,0.233698,-0.000000
14.962000,0.233737,-0.000000
15.002000,0.233400,-0.000000
15.042000,0.232779,-0.000000
15.082000,0.231945,-0.000000
15.122000,0.230952,-0.000000
15.162000,0.229895,-0.000000
15.202000,0.229128,-0.000000
15.242000,0.228644,-0.000000
15.282000,0.228283,-0.000000
15.322000,0.228013,-0.000000
15.362000,0.227921,-0.000000
15.402000,0.227966,-0.000000
15.442000,0.228116,-0.000000
15.482000,0.228345,-0.000000
15.522000,0.228631,-0.000000
15.562000,0.228961,-0.000000
15.602000,0.229332,-0.000000
15.642000,0.229736,-0.000000
15.682000,0.230162,-0.000000
15.722000,0.230600,-0.000000
15.762000,0.231044,-0.000000
15.802000,0.231498,-0.000000
15.842000,0.231968,-0.000000
15.882000,0.232482,-0.000000
15.922000,0.233065,-0.000000
15.962000,0.233668,-0.000000
