time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
3.162000,30.145523,0.698510,0.491279,-0.002443,-0.111216,-0.491279,-0.003136,0.161972,-0.151904
3.202000,30.139817,0.698147,0.491043,-0.002463,-0.111329,-0.491043,-0.003147,0.162460,-0.152220
3.242000,30.134335,0.697790,0.490820,-0.002483,-0.111441,-0.490820,-0.003157,0.162929,-0.152525
3.282000,30.129067,0.697438,0.490605,-0.002501,-0.111546,-0.490605,-0.003167,0.163380,-0.152817
3.322000,30.124007,0.697092,0.490397,-0.002520,-0.111643,-0.490397,-0.003177,0.163816,-0.153096
3.362000,30.119144,0.696753,0.490195,-0.002537,-0.111734,-0.490195,-0.003186,0.164236,-0.153363
3.402000,30.114473,0.696420,0.489998,-0.002555,-0.111818,-0.489998,-0.003195,0.164642,-0.153619
3.442000,30.109984,0.696094,0.489807,-0.002572,-0.111896,-0.489807,-0.003204,0.165034,-0.153864
3.482000,30.105672,0.695775,0.489621,-0.002588,-0.111968,-0.489621,-0.003212,0.165412,-0.154099
3.522000,30.101528,0.695463,0.489440,-0.002604,-0.112035,-0.489440,-0.003220,0.165777,-0.154324
3.562000,30.097547,0.695159,0.489265,-0.002620,-0.112097,-0.489265,-0.003228,0.166128,-0.154541
3.602000,30.093722,0.694862,0.489096,-0.002635,-0.112155,-0.489096,-0.003236,0.166467,-0.154750
3.642000,30.090047,0.694573,0.488931,-0.002649,-0.112208,-0.488931,-0.003243,0.166794,-0.154950
3.682000,30.086517,0.694292,0.488771,-0.002664,-0.112257,-0.488771,-0.003250,0.167109,-0.155144
3.722000,30.083124,0.694018,0.488617,-0.002677,-0.112303,-0.488617,-0.003257,0.167412,-0.155329
3.762000,30.079865,0.693751,0.488467,-0.002691,-0.112345,-0.488467,-0.003263,0.167704,-0.155508
3.802000,30.076733,0.693493,0.488322,-0.002704,-0.112385,-0.488322,-0.003270,0.167985,-0.155681
3.842000,30.073725,0.693241,0.488181,-0.002716,-0.112421,-0.488181,-0.003276,0.168257,-0.155847
3.882000,30.070834,0.692997,0.488045,-0.002729,-0.112454,-0.488045,-0.003282,0.168518,-0.156008
3.922000,30.068056,0.692760,0.487914,-0.002740,-0.112485,-0.487914,-0.003288,0.168769,-0.156162
3.962000,30.065388,0.692530,0.487786,-0.002752,-0.112514,-0.487786,-0.003293,0.169011,-0.156311
4.002000,30.062824,0.692307,0.487663,-0.002763,-0.112540,-0.487663,-0.003298,0.169244,-0.156455
4.042000,30.060361,0.692090,0.487544,-0.002774,-0.112565,-0.487544,-0.003303,0.169468,-0.156594
4.082000,30.057994,0.691881,0.487429,-0.002784,-0.112587,-0.487429,-0.003308,0.169684,-0.156728
4.122000,30.055720,0.691678,0.487318,-0.002794,-0.112608,-0.487318,-0.003313,0.169892,-0.156857
4.162000,30.053535,0.691481,0.487210,-0.002804,-0.112627,-0.487210,-0.003318,0.170092,-0.156981
4.202000,30.051436,0.691290,0.487106,-0.002814,-0.112644,-0.487106,-0.003322,0.170284,-0.157101
4.242000,30.049419,0.691106,0.487006,-0.002823,-0.112660,-0.487006,-0.003326,0.170469,-0.157217
4.282000,30.047481,0.690927,0.486909,-0.002832,-0.112675,-0.486909,-0.003331,0.170647,-0.157329
4.322000,30.045620,0.690754,0.486815,-0.002840,-0.112689,-0.486815,-0.003335,0.170819,-0.157437
4.362000,30.043831,0.690587,0.486725,-0.002848,-0.112701,-0.486725,-0.003338,0.170984,-0.157541
4.402000,30.042112,0.690425,0.486637,-0.002856,-0.112713,-0.486637,-0.003342,0.171143,-0.157642
4.442000,30.040461,0.690269,0.486553,-0.002864,-0.112723,-0.486553,-0.003346,0.171295,-0.157738
4.482000,30.038875,0.690118,0.486471,-0.002872,-0.112732,-0.486471,-0.003349,0.171442,-0.157832
4.522000,30.037350,0.689971,0.486393,-0.002879,-0.112741,-0.486393,-0.003352,0.171584,-0.157922
4.562000,30.035886,0.689830,0.486317,-0.002886,-0.112749,-0.486317,-0.003355,0.171720,-0.158009
4.602000,30.034479,0.689694,0.486243,-0.002893,-0.112756,-0.486243,-0.003359,0.171851,-0.158093
4.642000,30.033127,0.689562,0.486173,-0.002899,-0.112763,-0.486173,-0.003361,0.171976,-0.158174
4.682000,30.031828,0.689434,0.486105,-0.002906,-0.112768,-0.486105,-0.003364,0.172098,-0.158252
4.722000,30.030580,0.689311,0.486039,-0.002912,-0.112774,-0.486039,-0.003367,0.172214,-0.158327
4.762000,30.029381,0.689192,0.485975,-0.002918,-0.112778,-0.485975,-0.003370,0.172326,-0.158400
4.802000,30.028229,0.689078,0.485914,-0.002923,-0.112783,-0.485914,-0.003372,0.172434,-0.158470
4.842000,30.027122,0.688967,0.485855,-0.002929,-0.112786,-0.485855,-0.003375,0.172537,-0.158537
4.882000,30.026058,0.688860,0.485798,-0.002934,-0.112790,-0.485798,-0.003377,0.172637,-0.158602
4.922000,30.025037,0.688757,0.485743,-0.002939,-0.112793,-0.485743,-0.003379,0.172733,-0.158665
4.962000,30.024055,0.688657,0.485690,-0.002944,-0.112796,-0.485690,-0.003381,0.172825,-0.158725
5.002000,30.023112,0.688561,0.485639,-0.002949,-0.112798,-0.485639,-0.003384,0.172913,-0.158784
5.042000,30.022206,0.688469,0.485590,-0.002953,-0.112800,-0.485590,-0.003386,0.172999,-0.158840
5.082000,30.021335,0.688379,0.485543,-0.002958,-0.112802,-0.485543,-0.003387,0.173081,-0.158894
5.122000,30.020498,0.688293,0.485497,-0.002962,-0.112803,-0.485497,-0.003389,0.173159,-0.158946
5.162000,30.019695,0.688210,0.485453,-0.002966,-0.112805,-0.485453,-0.003391,0.173235,-0.158996
5.202000,30.018922,0.688130,0.485411,-0.002970,-0.112806,-0.485411,-0.003393,0.173308,-0.159044
5.242000,30.018180,0.688052,0.485370,-0.002974,-0.112807,-0.485370,-0.003395,0.173378,-0.159091
5.282000,30.017468,0.687978,0.485331,-0.002978,-0.112808,-0.485331,-0.003396,0.173445,-0.159136
5.322000,30.016783,0.687906,0.485293,-0.002981,-0.112808,-0.485293,-0.003398,0.173510,-0.159179
5.362000,30.016125,0.687837,0.485256,-0.002985,-0.112809,-0.485256,-0.003399,0.173572,-0.159221
5.402000,30.015492,0.687770,0.485221,-0.002988,-0.112809,-0.485221,-0.003401,0.173632,-0.159261
5.442000,30.014885,0.687706,0.485187,-0.002991,-0.112809,-0.485187,-0.003402,0.173690,-0.159300
5.482000,30.014301,0.687644,0.485154,-0.002994,-0.112809,-0.485154,-0.003403,0.173745,-0.159337
5.522000,30.013741,0.687584,0.485123,-0.002997,-0.112809,-0.485123,-0.003405,0.173798,-0.159373
5.562000,30.013202,0.687527,0.485093,-0.003000,-0.112809,-0.485093,-0.003406,0.173849,-0.159407
5.602000,30.012684,0.687472,0.485064,-0.003003,-0.112809,-0.485064,-0.003407,0.173899,-0.159440
5.642000,30.012187,0.687418,0.485036,-0.003006,-0.112809,-0.485036,-0.003408,0.173946,-0.159472
5.682000,30.011709,0.687367,0.485009,-0.003008,-0.112809,-0.485009,-0.003409,0.173991,-0.159503
5.722000,30.011250,0.687318,0.484983,-0.003011,-0.112809,-0.484983,-0.003410,0.174035,-0.159533
5.762000,30.010809,0.687270,0.484958,-0.003013,-0.112808,-0.484958,-0.003411,0.174077,-0.159561
5.802000,30.010385,0.687224,0.484934,-0.003015,-0.112808,-0.484934,-0.003412,0.174117,-0.159589
5.842000,30.009978,0.687180,0.484911,-0.003017,-0.112807,-0.484911,-0.003413,0.174156,-0.159615
5.882000,30.009587,0.687138,0.484888,-0.003019,-0.112807,-0.484888,-0.003414,0.174193,-0.159641
5.922000,30.009211,0.687097,0.484867,-0.003021,-0.112806,-0.484867,-0.003415,0.174229,-0.159665
5.962000,30.008850,0.687057,0.484846,-0.003023,-0.112806,-0.484846,-0.003416,0.174263,-0.159689
6.002000,30.008503,0.687019,0.484826,-0.003025,-0.112805,-0.484826,-0.003417,0.174297,-0.159711
6.042000,30.008170,0.686983,0.484807,-0.003027,-0.112805,-0.484807,-0.003417,0.174328,-0.159733
6.082000,30.007849,0.686948,0.484789,-0.003029,-0.112804,-0.484789,-0.003418,0.174359,-0.159754
6.122000,30.007542,0.686914,0.484771,-0.003031,-0.112804,-0.484771,-0.003419,0.174388,-0.159774
6.162000,30.007246,0.686882,0.484754,-0.003032,-0.112803,-0.484754,-0.003420,0.174417,-0.159794
6.202000,30.006962,0.686850,0.484738,-0.003034,-0.112803,-0.484738,-0.003420,0.174444,-0.159812
6.242000,30.006689,0.686820,0.484722,-0.003035,-0.112802,-0.484722,-0.003421,0.174470,-0.159830
6.282000,30.006427,0.686791,0.484707,-0.003037,-0.112802,-0.484707,-0.003421,0.174495,-0.159848
6.322000,30.006175,0.686763,0.484692,-0.003038,-0.112801,-0.484692,-0.003422,0.174519,-0.159864
6.362000,30.005933,0.686737,0.484678,-0.003039,-0.112801,-0.484678,-0.003423,0.174542,-0.159880
6.402000,30.005700,0.686711,0.484665,-0.003041,-0.112800,-0.484665,-0.003423,0.174564,-0.159896
6.442000,30.005476,0.686686,0.484652,-0.003042,-0.112799,-0.484652,-0.003424,0.174586,-0.159911
6.482000,30.005262,0.686662,0.484640,-0.003043,-0.112799,-0.484640,-0.003424,0.174606,-0.159925
6.522000,30.005056,0.686639,0.484628,-0.003044,-0.112798,-0.484628,-0.003425,0.174626,-0.159938
6.562000,30.004857,0.686617,0.484616,-0.003045,-0.112798,-0.484616,-0.003425,0.174645,-0.159952
6.602000,30.004667,0.686596,0.484605,-0.003046,-0.112797,-0.484605,-0.003426,0.174663,-0.159964
6.642000,30.004484,0.686576,0.484594,-0.003047,-0.112797,-0.484594,-0.003426,0.174681,-0.159976
6.682000,30.004308,0.686556,0.484584,-0.003048,-0.112796,-0.484584,-0.003426,0.174698,-0.159988
6.722000,30.004139,0.686537,0.484574,-0.003049,-0.112796,-0.484574,-0.003427,0.174714,-0.159999
6.762000,30.003977,0.686519,0.484565,-0.003050,-0.112795,-0.484565,-0.003427,0.174730,-0.160010
6.802000,30.003821,0.686502,0.484556,-0.003051,-0.112795,-0.484556,-0.003427,0.174745,-0.160021
6.842000,30.003671,0.686485,0.484547,-0.003052,-0.112795,-0.484547,-0.003428,0.174759,-0.160031
6.882000,30.003527,0.686469,0.484539,-0.003053,-0.112794,-0.484539,-0.003428,0.174773,-0.160040
6.922000,30.003389,0.686453,0.484530,-0.003053,-0.112794,-0.484530,-0.003429,0.174786,-0.160049
6.962000,30.003256,0.686438,0.484523,-0.003054,-0.112793,-0.484523,-0.003429,0.174799,-0.160058
7.002000,30.003129,0.686424,0.484515,-0.003055,-0.112793,-0.484515,-0.003429,0.174811,-0.160067
7.042000,30.003006,0.686410,0.484508,-0.003056,-0.112792,-0.484508,-0.003429,0.174823,-0.160075
7.082000,30.002888,0.686397,0.484501,-0.003056,-0.112792,-0.484501,-0.003430,0.174834,-0.160083
7.122000,30.002775,0.686384,0.484494,-0.003057,-0.112792,-0.484494,-0.003430,0.174845,-0.160091
7.162000,30.002666,0.686372,0.484488,-0.003058,-0.112791,-0.484488,-0.003430,0.174855,-0.160098
7.202000,30.002561,0.686360,0.484482,-0.003058,-0.112791,-0.484482,-0.003430,0.174866,-0.160105
7.242000,30.002461,0.686349,0.484476,-0.003059,-0.112791,-0.484476,-0.003431,0.174875,-0.160112
7.282000,30.002365,0.686338,0.484470,-0.003059,-0.112790,-0.484470,-0.003431,0.174884,-0.160118
7.322000,30.002272,0.686327,0.484465,-0.003060,-0.112790,-0.484465,-0.003431,0.174893,-0.160124
7.362000,30.002183,0.686317,0.484460,-0.003060,-0.112790,-0.484460,-0.003431,0.174902,-0.160130
7.402000,30.002097,0.686308,0.484455,-0.003061,-0.112789,-0.484455,-0.003432,0.174910,-0.160136
7.442000,30.002015,0.686298,0.484450,-0.003061,-0.112789,-0.484450,-0.003432,0.174918,-0.160142
7.482000,30.001936,0.686289,0.484445,-0.003062,-0.112789,-0.484445,-0.003432,0.174926,-0.160147
7.522000,30.001860,0.686281,0.484441,-0.003062,-0.112789,-0.484441,-0.003432,0.174933,-0.160152
7.562000,30.001787,0.686273,0.484436,-0.003062,-0.112788,-0.484436,-0.003432,0.174940,-0.160157
7.602000,30.001717,0.686265,0.484432,-0.003063,-0.112788,-0.484432,-0.003432,0.174947,-0.160162
7.642000,30.001650,0.686257,0.484428,-0.003063,-0.112788,-0.484428,-0.003433,0.174953,-0.160166
7.682000,30.001585,0.686250,0.484424,-0.003064,-0.112788,-0.484424,-0.003433,0.174959,-0.160171
7.722000,30.001523,0.686243,0.484421,-0.003064,-0.112787,-0.484421,-0.003433,0.174965,-0.160175
7.762000,30.001463,0.686236,0.484417,-0.003064,-0.112787,-0.484417,-0.003433,0.174971,-0.160179
7.802000,30.001406,0.686229,0.484414,-0.003065,-0.112787,-0.484414,-0.003433,0.174977,-0.160183
7.842000,30.001351,0.686223,0.484411,-0.003065,-0.112787,-0.484411,-0.003433,0.174982,-0.160186
7.882000,30.001298,0.686217,0.484408,-0.003065,-0.112786,-0.484408,-0.003433,0.174987,-0.160190
7.922000,30.001247,0.686211,0.484405,-0.003065,-0.112786,-0.484405,-0.003434,0.174992,-0.160193
7.962000,30.001198,0.686206,0.484402,-0.003066,-0.112786,-0.484402,-0.003434,0.174997,-0.160197
8.002000,30.001151,0.686200,0.484399,-0.003066,-0.112786,-0.484399,-0.003434,0.175001,-0.160200
8.042000,30.001106,0.686195,0.484396,-0.003066,-0.112786,-0.484396,-0.003434,0.175006,-0.160203
8.082000,30.001063,0.686190,0.484394,-0.003067,-0.112786,-0.484394,-0.003434,0.175010,-0.160206
8.122000,30.001021,0.686186,0.484391,-0.003067,-0.112785,-0.484391,-0.003434,0.175014,-0.160209
8.162000,30.000981,0.686181,0.484389,-0.003067,-0.112785,-0.484389,-0.003434,0.175018,-0.160211
8.202000,30.000942,0.686177,0.484387,-0.003067,-0.112785,-0.484387,-0.003434,0.175021,-0.160214
8.242000,30.000906,0.686173,0.484384,-0.003067,-0.112785,-0.484384,-0.003434,0.175025,-0.160216
8.282000,30.000870,0.686168,0.484382,-0.003068,-0.112785,-0.484382,-0.003434,0.175028,-0.160219
8.322000,30.000836,0.686165,0.484380,-0.003068,-0.112785,-0.484380,-0.003435,0.175032,-0.160221
8.362000,30.000803,0.686161,0.484378,-0.003068,-0.112785,-0.484378,-0.003435,0.175035,-0.160223
8.402000,30.000772,0.686157,0.484376,-0.003068,-0.112784,-0.484376,-0.003435,0.175038,-0.160225
8.442000,30.000741,0.686154,0.484375,-0.003068,-0.112784,-0.484375,-0.003435,0.175041,-0.160228
8.482000,30.000712,0.686151,0.484373,-0.003069,-0.112784,-0.484373,-0.003435,0.175043,-0.160229
8.522000,30.000685,0.686147,0.484371,-0.003069,-0.112784,-0.484371,-0.003435,0.175046,-0.160231
8.562000,30.000658,0.686144,0.484370,-0.003069,-0.112784,-0.484370,-0.003435,0.175049,-0.160233
8.602000,30.000632,0.686141,0.484368,-0.003069,-0.112784,-0.484368,-0.003435,0.175051,-0.160235
8.642000,30.000607,0.686139,0.484367,-0.003069,-0.112784,-0.484367,-0.003435,0.175054,-0.160237
8.682000,30.000583,0.686136,0.484365,-0.003069,-0.112784,-0.484365,-0.003435,0.175056,-0.160238
8.722000,30.000561,0.686133,0.484364,-0.003069,-0.112784,-0.484364,-0.003435,0.175058,-0.160240
8.762000,30.000539,0.686131,0.484363,-0.003069,-0.112783,-0.484363,-0.003435,0.175060,-0.160241
8.802000,30.000517,0.686128,0.484361,-0.003070,-0.112783,-0.484361,-0.003435,0.175062,-0.160243
8.842000,30.000497,0.686126,0.484360,-0.003070,-0.112783,-0.484360,-0.003435,0.175064,-0.160244
8.882000,30.000478,0.686124,0.484359,-0.003070,-0.112783,-0.484359,-0.003435,0.175066,-0.160245
8.922000,30.000459,0.686122,0.484358,-0.003070,-0.112783,-0.484358,-0.003435,0.175068,-0.160247
8.962000,30.000441,0.686120,0.484357,-0.003070,-0.112783,-0.484357,-0.003435,0.175070,-0.160248
9.002000,30.000424,0.686118,0.484356,-0.003070,-0.112783,-0.484356,-0.003435,0.175071,-0.160249
9.042000,30.000407,0.686116,0.484355,-0.003070,-0.112783,-0.484355,-0.003436,0.175073,-0.160250
9.082000,30.000391,0.686114,0.484354,-0.003070,-0.112783,-0.484354,-0.003436,0.175074,-0.160251
9.122000,30.000376,0.686112,0.484353,-0.003070,-0.112783,-0.484353,-0.003436,0.175076,-0.160252
9.162000,30.000361,0.686110,0.484352,-0.003071,-0.112783,-0.484352,-0.003436,0.175077,-0.160253
9.202000,30.000347,0.686109,0.484351,-0.003071,-0.112783,-0.484351,-0.003436,0.175079,-0.160254
9.242000,30.000334,0.686107,0.484350,-0.003071,-0.112783,-0.484350,-0.003436,0.175080,-0.160255
9.282000,30.000321,0.686106,0.484350,-0.003071,-0.112783,-0.484350,-0.003436,0.175081,-0.160256
9.322000,30.000308,0.686104,0.484349,-0.003071,-0.112782,-0.484349,-0.003436,0.175082,-0.160257
9.362000,30.000296,0.686103,0.484348,-0.003071,-0.112782,-0.484348,-0.003436,0.175084,-0.160258
9.402000,30.000284,0.686102,0.484347,-0.003071,-0.112782,-0.484347,-0.003436,0.175085,-0.160258
9.442000,30.000273,0.686100,0.484347,-0.003071,-0.112782,-0.484347,-0.003436,0.175086,-0.160259
9.482000,30.000263,0.686099,0.484346,-0.003071,-0.112782,-0.484346,-0.003436,0.175087,-0.160260
9.522000,30.000252,0.686098,0.484346,-0.003071,-0.112782,-0.484346,-0.003436,0.175088,-0.160261
9.562000,30.000242,0.686097,0.484345,-0.003071,-0.112782,-0.484345,-0.003436,0.175089,-0.160261
9.602000,30.000233,0.686096,0.484344,-0.003071,-0.112782,-0.484344,-0.003436,0.175090,-0.160262
9.642000,30.000224,0.686095,0.484344,-0.003071,-0.112782,-0.484344,-0.003436,0.175091,-0.160263
9.682000,30.000215,0.686094,0.484343,-0.003071,-0.112782,-0.484343,-0.003436,0.175091,-0.160263
9.722000,30.000207,0.686093,0.484343,-0.003071,-0.112782,-0.484343,-0.003436,0.175092,-0.160264
9.762000,30.000199,0.686092,0.484342,-0.003071,-0.112782,-0.484342,-0.003436,0.175093,-0.160264
9.802000,30.000191,0.686091,0.484342,-0.003071,-0.112782,-0.484342,-0.003436,0.175094,-0.160265
9.842000,30.000183,0.686090,0.484341,-0.003072,-0.112782,-0.484341,-0.003436,0.175094,-0.160265
9.882000,30.000176,0.686089,0.484341,-0.003072,-0.112782,-0.484341,-0.003436,0.175095,-0.160266
9.922000,30.000169,0.686089,0.484341,-0.003072,-0.112782,-0.484341,-0.003436,0.175096,-0.160266
9.962000,30.000163,0.686088,0.484340,-0.003072,-0.112782,-0.484340,-0.003436,0.175096,-0.160267
10.002000,30.000156,0.686087,0.484340,-0.003072,-0.112782,-0.484340,-0.003436,0.175097,-0.160267
10.042000,30.000150,0.686086,0.484340,-0.003072,-0.112782,-0.484340,-0.003436,0.175098,-0.160268
10.082000,30.000145,0.686086,0.484339,-0.003072,-0.112782,-0.484339,-0.003436,0.175098,-0.160268
