time,tracking_error,contact_force
0.002000,0.328244,-0.000000
0.042000,0.326067,-0.000000
0.082000,0.323597,-0.000000
0.122000,0.321089,-0.000000
0.162000,0.318522,-0.000000
0.202000,0.315942,-0.000000
0.242000,0.313350,-0.000000
0.282000,0.310749,-0.000000
0.322000,0.308136,-0.000000
0.362000,0.305496,-0.000000
0.402000,0.302816,-0.000000
0.442000,0.300121,-0.000000
0.482000,0.297403,-0.000000
0.522000,0.294662,-0.000000
0.562000,0.291912,-0.000000
0.602000,0.289161,-0.000000
0.642000,0.286430,-0.000000
0.682000,0.283715,-0.000000
0.722000,0.281034,-0.000000
0.762000,0.278352,-0.000000
0.802000,0.275711,-0.000000
0.842000,0.273064,-0.000000
0.882000,0.270417,-0.000000
0.922000,0.267874,-0.000000
0.962000,0.265370,-0.000000
1.002000,0.262952,-0.000000
1.042000,0.260580,-0.000000
1.082000,0.258294,-0.000000
1.122000,0.256151,-0.000000
1.162000,0.253972,-0.000000
1.202000,0.251850,-0.000000
1.242000,0.249795,-0.000000
1.282000,0.247806,0.377219
1.322000,0.245876,0.750420
1.362000,0.244078,1.129298
1.402000,0.242452,1.555537
1.442000,0.240806,1.965069
1.482000,0.239190,2.358544
1.522000,0.237621,2.736590
1.562000,0.236102,3.099813
1.602000,0.234634,3.448793
1.642000,0.233214,3.784090
1.682000,0.231849,4.106240
1.722000,0.230536,4.415758
1.762000,0.229272,4.713139
1.802000,0.228055,4.998792
1.842000,0.226881,5.271695
1.882000,0.225750,5.531537
1.922000,0.224658,5.778926
1.962000,0.223606,6.014476
2.002000,0.222591,6.238803
2.042000,0.221153,5.555576
2.082000,0.219511,4.286850
2.122000,0.217945,2.988724
2.162000,0.216453,1.658704
2.202000,0.215017,0.824669
2.242000,0.213581,0.450529
2.282000,0.213485,0.829266
2.322000,0.214208,1.264359
2.362000,0.215084,1.677191
2.402000,0.215262,2.056459
2.442000,0.216270,2.426338
2.482000,0.217372,2.767375
2.522000,0.218472,3.052467
2.562000,0.219558,3.386076
2.602000,0.220626,3.680129
2.642000,0.221671,3.979248
2.682000,0.222704,4.286589
2.722000,0.223707,4.506853
2.762000,0.224686,4.766193
2.802000,0.225648,5.060552
2.842000,0.226586,5.349914
2.882000,0.227493,5.541826
2.922000,0.228380,5.761160
2.962000,0.229242,5.956406
3.002000,0.230083,6.163547
3.042000,0.230899,6.348920
3.082000,0.231683,6.522713
3.122000,0.232429,6.683041
3.162000,0.232529,6.717339
3.202000,0.228897,6.576156
3.242000,0.226905,4.920751
3.282000,0.226279,4.984189
3.322000,0.225696,5.167477
3.362000,0.225161,5.369224
3.402000,0.224570,5.606066
3.442000,0.223823,5.827932
3.482000,0.223090,6.034624
3.522000,0.222430,6.244509
3.562000,0.221634,6.124122
3.602000,0.221976,6.302109
3.642000,0.221962,6.121189
3.682000,0.218773,5.121803
3.722000,0.215620,4.652453
3.762000,0.212684,4.940554
3.802000,0.210024,5.217360
3.842000,0.209133,5.483409
3.882000,0.209847,5.739185
3.922000,0.211057,5.984943
3.962000,0.211273,6.220642
4.002000,0.209311,6.447265
4.042000,0.209297,6.665002
4.082000,0.209219,6.873996
4.122000,0.207359,7.074921
4.162000,0.207269,7.268493
4.202000,0.206224,7.454301
4.242000,0.205656,7.633150
4.282000,0.204563,7.804956
4.322000,0.204842,7.969671
4.362000,0.205044,8.127585
4.402000,0.204524,8.279110
4.442000,0.204233,8.424487
4.482000,0.204252,8.564573
4.522000,0.204277,8.699151
4.562000,0.204399,8.828569
4.602000,0.203859,8.952731
4.642000,0.203591,9.071452
4.682000,0.203240,9.185622
4.722000,0.202736,9.295785
4.762000,0.203042,9.401511
4.802000,0.202831,9.503162
4.842000,0.202479,9.601034
4.882000,0.201891,9.695093
4.922000,0.201199,9.785490
4.962000,0.200837,9.872202
5.002000,0.200508,9.955350
5.042000,0.199963,10.035514
5.082000,0.199501,10.111988
5.122000,0.199050,10.186313
5.162000,0.198546,10.257913
5.202000,0.198132,10.326699
5.242000,0.197811,10.392726
5.282000,0.197477,10.455982
5.322000,0.197174,10.517091
5.362000,0.196869,10.575732
5.402000,0.196539,10.631895
5.442000,0.196177,10.686188
5.482000,0.195793,10.738001
5.522000,0.195411,10.787645
5.562000,0.195038,10.835694
5.602000,0.194702,10.881421
5.642000,0.194327,10.925396
5.682000,0.193984,10.967730
5.722000,0.193654,11.008770
5.762000,0.193342,11.048083
5.802000,0.192949,11.085433
5.842000,0.192541,11.121575
5.882000,0.192105,11.156362
5.922000,0.191676,11.190179
5.962000,0.191266,11.222228
6.002000,0.190854,11.253281
6.042000,0.190465,11.283954
6.082000,0.190079,11.312651
6.122000,0.189715,11.340026
6.162000,0.189363,11.366498
6.202000,0.189060,11.391493
6.242000,0.188691,11.415708
6.282000,0.188374,11.438967
6.322000,0.188074,11.461421
6.362000,0.187783,11.483438
6.402000,0.187508,11.504759
6.442000,0.187247,11.525234
6.482000,0.186989,11.544842
6.522000,0.186749,11.563779
6.562000,0.186512,11.581473
6.602000,0.186296,11.599104
6.642000,0.186082,11.616005
6.682000,0.185920,11.631707
6.722000,0.185688,11.646462
6.762000,0.185507,11.660977
6.802000,0.185333,11.675959
6.842000,0.185166,11.689569
6.882000,0.185004,11.702082
6.922000,0.184731,11.714111
6.962000,0.184300,11.726237
7.002000,0.183883,11.738021
7.042000,0.183494,11.741866
7.082000,0.183135,11.733333
7.122000,0.182716,11.734119
7.162000,0.182296,11.736746
7.202000,0.181893,11.737258
7.242000,0.181501,11.738591
7.282000,0.181111,11.747154
7.322000,0.180736,11.757038
7.362000,0.180387,11.766564
7.402000,0.180062,11.775717
7.442000,0.179758,11.784511
7.482000,0.179471,11.792961
7.522000,0.179198,11.801079
7.562000,0.178938,11.808879
7.602000,0.178687,11.816373
7.642000,0.178444,11.823573
7.682000,0.178209,11.830490
7.722000,0.177979,11.837137
7.762000,0.177754,11.843523
7.802000,0.177533,11.849658
7.842000,0.177315,11.855553
7.882000,0.177098,11.861217
7.922000,0.176882,11.866659
7.962000,0.176630,11.866479
