time,h,V,u_max,u_0,u_1,u_2,u_3,u_4,u_5
3.202000,10.987586,0.597768,0.403434,-0.005859,-0.093922,-0.403434,-0.004443,0.196977,-0.283274
3.242000,10.949531,0.596556,0.403864,-0.005896,-0.094091,-0.403864,-0.004453,0.196979,-0.283765
3.282000,10.916742,0.595355,0.403706,-0.005952,-0.093719,-0.403706,-0.004464,0.197223,-0.284153
3.322000,10.886815,0.594197,0.403370,-0.006013,-0.093193,-0.403370,-0.004475,0.197550,-0.284487
3.362000,10.858393,0.593090,0.403032,-0.006075,-0.092655,-0.403032,-0.004486,0.197897,-0.284780
3.402000,10.830989,0.592032,0.402722,-0.006135,-0.092135,-0.402722,-0.004496,0.198246,-0.285039
3.442000,10.804378,0.591016,0.402385,-0.006194,-0.091613,-0.402385,-0.004506,0.198589,-0.285272
3.482000,10.778413,0.590038,0.402123,-0.006250,-0.091141,-0.402123,-0.004516,0.198906,-0.285499
3.522000,10.753044,0.589091,0.401888,-0.006305,-0.090693,-0.401888,-0.004525,0.199206,-0.285718
3.562000,10.728258,0.588176,0.401667,-0.006357,-0.090261,-0.401667,-0.004534,0.199492,-0.285927
3.602000,10.704050,0.587290,0.401454,-0.006408,-0.089843,-0.401454,-0.004543,0.199766,-0.286126
3.642000,10.680424,0.586432,0.401249,-0.006458,-0.089436,-0.401249,-0.004551,0.200028,-0.286315
3.682000,10.657377,0.585602,0.401052,-0.006505,-0.089041,-0.401052,-0.004559,0.200280,-0.286494
3.722000,10.634907,0.584798,0.400861,-0.006551,-0.088656,-0.400861,-0.004566,0.200521,-0.286665
3.762000,10.613013,0.584018,0.400676,-0.006596,-0.088282,-0.400676,-0.004574,0.200752,-0.286826
3.802000,10.591689,0.583264,0.400498,-0.006640,-0.087917,-0.400498,-0.004581,0.200974,-0.286980
3.842000,10.570930,0.582533,0.400327,-0.006682,-0.087562,-0.400327,-0.004587,0.201186,-0.287125
3.882000,10.550731,0.581824,0.400162,-0.006722,-0.087216,-0.400162,-0.004593,0.201389,-0.287262
3.922000,10.531084,0.581138,0.400002,-0.006762,-0.086879,-0.400002,-0.004600,0.201584,-0.287391
3.962000,10.511979,0.580473,0.399847,-0.006800,-0.086550,-0.399847,-0.004605,0.201770,-0.287514
4.002000,10.493363,0.579717,0.396118,-0.006944,-0.083862,-0.396118,-0.004608,0.202160,-0.287680
4.042000,10.476072,0.578655,0.398143,-0.006924,-0.085096,-0.398143,-0.004610,0.201129,-0.288513
4.082000,10.460897,0.577560,0.397822,-0.006958,-0.084678,-0.397822,-0.004612,0.200851,-0.289021
4.122000,10.447371,0.576515,0.397090,-0.007006,-0.083919,-0.397090,-0.004615,0.200776,-0.289400
4.162000,10.435207,0.575511,0.396385,-0.007058,-0.083161,-0.396385,-0.004618,0.200736,-0.289749
4.202000,10.425770,0.567553,0.382688,-0.006251,-0.087133,-0.382688,-0.004343,0.191713,-0.294628
4.242000,10.756157,0.580721,0.390460,-0.006793,-0.085494,-0.390460,-0.004346,0.188893,-0.294464
4.282000,11.819756,0.596683,0.395983,-0.008510,-0.068753,-0.395983,-0.004649,0.196017,-0.293148
4.322000,11.077990,0.603431,0.382206,-0.008185,-0.063897,-0.382206,-0.004541,0.198303,-0.296245
4.362000,10.833801,0.605461,0.386999,-0.007901,-0.070366,-0.386999,-0.004546,0.197491,-0.302592
4.402000,10.740291,0.606672,0.385434,-0.007808,-0.073127,-0.385434,-0.004564,0.198957,-0.307023
4.442000,10.692947,0.608153,0.381515,-0.007976,-0.072731,-0.381515,-0.004620,0.201956,-0.310296
4.482000,10.660260,0.609807,0.378746,-0.008239,-0.071841,-0.378746,-0.004695,0.205332,-0.313204
4.522000,10.632710,0.611516,0.376749,-0.008516,-0.071008,-0.376749,-0.004775,0.208734,-0.315816
4.562000,10.607403,0.613155,0.356995,-0.008740,-0.063878,-0.356995,-0.004750,0.212829,-0.315652
4.602000,10.583440,0.613387,0.363061,-0.009612,-0.062440,-0.363061,-0.004943,0.214463,-0.322076
4.642000,10.475436,0.609050,0.344508,-0.005715,-0.091467,-0.344508,-0.004208,0.191930,-0.310760
4.682000,10.198646,0.591535,0.396105,-0.010420,-0.066592,-0.396105,-0.005174,0.197722,-0.325206
4.722000,9.917920,0.568846,0.349214,-0.009003,-0.060430,-0.349214,-0.004748,0.194534,-0.311230
4.762000,9.647415,0.547837,0.342368,-0.008872,-0.057062,-0.342368,-0.004658,0.190087,-0.309273
4.802000,9.366538,0.526883,0.336303,-0.008702,-0.053934,-0.336303,-0.004551,0.185282,-0.306940
4.842000,9.124617,0.534299,0.331572,-0.008461,-0.051248,-0.331572,-0.004447,0.181767,-0.311657
4.882000,8.900115,0.533634,0.361643,-0.012037,-0.025370,-0.361643,-0.004945,0.187051,-0.332223
4.922000,8.605811,0.525244,0.322984,-0.007594,-0.051556,-0.318170,-0.004185,0.172389,-0.322984
4.962000,8.426086,0.525755,0.323183,-0.007669,-0.048435,-0.312173,-0.004136,0.168057,-0.323183
5.002000,8.214125,0.525558,0.328467,-0.007623,-0.045594,-0.307740,-0.004068,0.165235,-0.328467
5.042000,8.012747,0.524599,0.330497,-0.007396,-0.045122,-0.302411,-0.003977,0.160577,-0.330497
5.082000,7.837437,0.523114,0.349288,-0.011068,-0.017076,-0.331602,-0.004391,0.168295,-0.349288
5.122000,7.574205,0.523091,0.338049,-0.007706,-0.037056,-0.293703,-0.003882,0.157228,-0.338049
5.162000,7.454013,0.523268,0.339139,-0.006796,-0.042090,-0.286412,-0.003697,0.149448,-0.339139
5.202000,7.293964,0.523409,0.342078,-0.006800,-0.039635,-0.282532,-0.003638,0.146753,-0.342078
5.242000,7.077833,0.521553,0.345189,-0.006502,-0.039797,-0.277829,-0.003540,0.143117,-0.345189
5.282000,6.919700,0.521436,0.347423,-0.006504,-0.037692,-0.273617,-0.003477,0.140349,-0.347423
5.322000,6.816466,0.520986,0.349491,-0.006401,-0.036197,-0.269413,-0.003402,0.137380,-0.349491
5.362000,6.585017,0.520256,0.352515,-0.006948,-0.029357,-0.267478,-0.003380,0.139100,-0.352515
5.402000,6.481821,0.519051,0.354355,-0.006859,-0.028163,-0.262611,-0.003308,0.135313,-0.354355
5.442000,6.383300,0.518607,0.356355,-0.006033,-0.033806,-0.258433,-0.003187,0.129730,-0.356355
5.482000,6.236621,0.517952,0.358440,-0.006022,-0.031904,-0.255098,-0.003124,0.127345,-0.358440
5.522000,5.880930,0.518676,0.363464,-0.010893,0.011623,-0.263257,-0.003460,0.156821,-0.363464
5.562000,5.803750,0.516347,0.358309,-0.008163,-0.016675,-0.253108,-0.003201,0.148813,-0.358309
5.602000,5.896397,0.511857,0.349682,-0.003068,-0.067207,-0.238818,-0.002793,0.118960,-0.349682
5.642000,5.749574,0.508316,0.348871,-0.006060,-0.041197,-0.244105,-0.003106,0.136488,-0.348871
5.682000,5.475655,0.502975,0.355619,-0.010753,0.001946,-0.247861,-0.003487,0.169758,-0.355619
5.722000,5.432855,0.503332,0.355987,-0.009849,-0.010411,-0.243037,-0.003433,0.167685,-0.355987
5.762000,5.435121,0.497393,0.348271,-0.008863,-0.024505,-0.236672,-0.003409,0.158414,-0.348271
5.802000,5.379831,0.481642,0.343093,-0.006534,-0.047357,-0.234316,-0.003250,0.146352,-0.343093
5.842000,5.211977,0.485423,0.346494,-0.012418,0.006587,-0.236690,-0.003733,0.186146,-0.346494
5.882000,5.188267,0.471115,0.346253,-0.009084,-0.025646,-0.228547,-0.003439,0.161417,-0.346253
5.922000,5.112188,0.472265,0.355452,-0.012496,0.000431,-0.252500,-0.003745,0.170576,-0.355452
5.962000,5.029623,0.475295,0.347812,-0.009851,-0.016754,-0.226165,-0.003467,0.160921,-0.347812
6.002000,4.891843,0.472268,0.350018,-0.014996,0.032571,-0.225257,-0.003764,0.195723,-0.350018
6.042000,4.861338,0.467504,0.349120,-0.011200,-0.004269,-0.218256,-0.003445,0.168086,-0.349120
6.082000,4.801665,0.465782,0.347942,-0.009412,-0.021491,-0.218764,-0.003339,0.157425,-0.347942
6.122000,4.702178,0.460461,0.351134,-0.013164,0.013063,-0.216931,-0.003563,0.186916,-0.351134
6.162000,4.666701,0.452362,0.344262,-0.011565,-0.005234,-0.210973,-0.003462,0.169939,-0.344262
6.202000,4.602244,0.462134,0.344112,-0.011590,-0.004615,-0.210562,-0.003460,0.172432,-0.344112
6.242000,4.513757,0.450374,0.348193,-0.013804,0.016647,-0.208276,-0.003600,0.195209,-0.348193
6.282000,4.487030,0.445202,0.343704,-0.012395,-0.000524,-0.203388,-0.003509,0.175729,-0.343704
6.322000,4.423789,0.452249,0.342115,-0.012407,-0.000691,-0.203333,-0.003513,0.177590,-0.342115
6.362000,4.380131,0.453858,0.342554,-0.012303,-0.001683,-0.201416,-0.003481,0.177083,-0.342554
6.402000,4.299936,0.437335,0.344788,-0.014661,0.020547,-0.197909,-0.003621,0.199816,-0.344788
6.442000,4.259927,0.432497,0.338999,-0.014809,0.016547,-0.196171,-0.003679,0.197222,-0.338999
6.482000,4.219342,0.435449,0.333741,-0.014794,0.013433,-0.193809,-0.003729,0.201154,-0.333741
6.522000,4.179279,0.434452,0.330990,-0.015126,0.013240,-0.191009,-0.003805,0.205432,-0.330990
6.562000,4.137127,0.429444,0.329133,-0.015228,0.010660,-0.190533,-0.003889,0.210262,-0.329133
6.602000,4.082514,0.421773,0.326351,-0.015995,0.014938,-0.186595,-0.003983,0.216319,-0.326351
6.642000,4.052066,0.414099,0.324430,-0.016336,0.014310,-0.185473,-0.004089,0.220998,-0.324430
6.682000,4.013432,0.407534,0.321899,-0.016868,0.016125,-0.182537,-0.004183,0.226247,-0.321899
6.722000,3.951318,0.399776,0.319894,-0.017462,0.018641,-0.180049,-0.004279,0.231403,-0.319894
6.762000,3.886889,0.391947,0.316907,-0.018938,0.029651,-0.174975,-0.004389,0.238965,-0.316907
6.802000,3.922729,0.391724,0.315134,-0.017650,0.012927,-0.178852,-0.004462,0.238140,-0.315134
6.842000,3.895996,0.387385,0.312450,-0.018558,0.019582,-0.174280,-0.004534,0.244391,-0.312450
6.882000,3.864089,0.380048,0.311377,-0.019024,0.021483,-0.171951,-0.004608,0.248785,-0.311377
6.922000,3.852361,0.378265,0.307410,-0.019284,0.020603,-0.170447,-0.004686,0.251210,-0.307410
6.962000,3.820406,0.376100,0.305319,-0.019697,0.022292,-0.168720,-0.004755,0.254694,-0.305319
7.002000,3.818759,0.373494,0.303562,-0.019953,0.022310,-0.167434,-0.004821,0.257739,-0.303562
7.042000,3.792803,0.368244,0.303189,-0.020003,0.020209,-0.167033,-0.004883,0.260740,-0.303189
7.082000,3.805919,0.363987,0.300569,-0.020759,0.025668,-0.163083,-0.004944,0.264970,-0.300569
7.122000,3.792165,0.360588,0.298614,-0.020956,0.025376,-0.161662,-0.004993,0.267480,-0.298614
7.162000,3.865691,0.358862,0.297786,-0.021162,0.025030,-0.161644,-0.005073,0.269786,-0.297786
7.202000,3.884781,0.356237,0.295731,-0.021404,0.025264,-0.160074,-0.005119,0.272223,-0.295731
7.242000,3.951963,0.353686,0.294516,-0.021663,0.025550,-0.158984,-0.005176,0.275068,-0.294516
7.282000,4.021228,0.352223,0.292066,-0.022067,0.027425,-0.156869,-0.005228,0.277964,-0.292066
7.322000,4.109234,0.349368,0.290044,-0.022523,0.029999,-0.154480,-0.005276,0.281440,-0.290044
7.362000,4.239881,0.348088,0.288177,-0.022638,0.028666,-0.154286,-0.005335,0.283285,-0.288177
7.402000,4.405841,0.346620,0.287474,-0.022444,0.023570,-0.156116,-0.005402,0.284628,-0.287474
7.442000,4.607149,0.343555,0.287900,-0.023305,0.029836,-0.152710,-0.005450,0.287900,-0.284116
7.482000,4.813172,0.341145,0.288752,-0.023476,0.027406,-0.152945,-0.005493,0.288752,-0.279954
7.522000,5.014908,0.332781,0.292148,-0.024425,0.033217,-0.149860,-0.005509,0.292148,-0.275294
7.562000,5.209869,0.333023,0.289799,-0.024948,0.033822,-0.146077,-0.005457,0.289799,-0.263583
7.602000,5.389236,0.333870,0.286282,-0.024924,0.029565,-0.145779,-0.005381,0.286282,-0.250271
7.642000,5.737306,0.335637,0.283693,-0.025096,0.028716,-0.138615,-0.005281,0.283693,-0.234690
7.682000,5.976826,0.337707,0.281510,-0.025515,0.029631,-0.133309,-0.005215,0.281510,-0.219689
7.722000,6.369423,0.339793,0.279202,-0.025996,0.030857,-0.128504,-0.005160,0.279202,-0.205033
7.762000,6.861546,0.341802,0.276622,-0.026483,0.031966,-0.123860,-0.005111,0.276622,-0.190671
7.802000,7.363052,0.343700,0.273735,-0.026961,0.032843,-0.119293,-0.005066,0.273735,-0.176588
7.842000,7.992632,0.345464,0.270535,-0.027424,0.033465,-0.114790,-0.005023,0.270535,-0.162771
7.882000,8.594190,0.347075,0.267026,-0.027873,0.033844,-0.110363,-0.004983,0.267026,-0.149209
7.922000,9.251820,0.348532,0.263411,-0.028353,0.034155,-0.106320,-0.004959,0.263411,-0.136126
7.962000,10.068300,0.349852,0.259464,-0.028797,0.034192,-0.101624,-0.004926,0.259464,-0.123339
8.002000,10.760313,0.351032,0.255388,-0.029218,0.033932,-0.098397,-0.004900,0.255388,-0.111074
8.042000,11.219154,0.352154,0.251058,-0.029615,0.033536,-0.094040,-0.004870,0.251058,-0.098810
8.082000,11.811850,0.353172,0.246524,-0.029994,0.032962,-0.090035,-0.004842,0.246524,-0.086856
8.122000,12.501910,0.354036,0.241865,-0.030387,0.032333,-0.086405,-0.004823,0.241865,-0.075259
8.162000,13.300083,0.354761,0.237196,-0.030796,0.031688,-0.083088,-0.004813,0.237196,-0.064102
8.202000,14.239876,0.355407,0.232362,-0.031167,0.030844,-0.079739,-0.004797,0.232362,-0.053221
8.242000,15.295706,0.355839,0.227114,-0.031528,0.029832,-0.075649,-0.004774,0.227114,-0.042991
8.282000,15.088060,0.356139,0.222003,-0.031842,0.028548,-0.073620,-0.004757,0.222003,-0.033085
8.322000,14.888555,0.356415,0.216679,-0.032169,0.027454,-0.069583,-0.004737,0.216679,-0.022874
8.362000,14.696872,0.356603,0.211579,-0.032554,0.026553,-0.066711,-0.004739,0.211579,-0.013258
8.402000,14.512706,0.356737,0.206333,-0.032881,0.025416,-0.063950,-0.004732,0.206333,-0.003915
8.442000,14.335760,0.356818,0.200984,-0.033175,0.024153,-0.061268,-0.004720,0.200984,0.005150
8.482000,14.165753,0.356813,0.195462,-0.033435,0.022753,-0.058636,-0.004704,0.195462,0.013982
8.522000,14.002411,0.356566,0.189621,-0.033771,0.021563,-0.055148,-0.004696,0.189621,0.022114
8.562000,13.845475,0.356133,0.184294,-0.034077,0.020231,-0.054748,-0.004702,0.184294,0.029707
8.602000,13.694692,0.355761,0.178784,-0.034362,0.019008,-0.051545,-0.004691,0.178784,0.037790
8.642000,13.549821,0.355387,0.173178,-0.034602,0.017635,-0.049022,-0.004678,0.173178,0.045564
8.682000,13.410631,0.354916,0.167398,-0.034816,0.016182,-0.046817,-0.004664,0.167398,0.053125
8.722000,13.276898,0.354310,0.162065,-0.035154,0.015252,-0.045287,-0.004679,0.162065,0.060204
8.762000,13.148409,0.353651,0.156563,-0.035410,0.014042,-0.043584,-0.004678,0.156563,0.067115
8.802000,13.024958,0.352951,0.150943,-0.035621,0.012692,-0.041828,-0.004669,0.150943,0.073830
8.842000,12.927999,0.352134,0.145209,-0.035780,0.011123,-0.039473,-0.004649,0.145209,0.080206
8.882000,12.844253,0.351149,0.139876,-0.036114,0.010416,-0.038913,-0.004667,0.139876,0.086209
8.922000,12.742423,0.350138,0.134328,-0.036348,0.009223,-0.037268,-0.004668,0.134328,0.092240
8.962000,12.637812,0.349107,0.128684,-0.036534,0.007932,-0.035740,-0.004660,0.128684,0.098101
9.002000,12.535261,0.348005,0.122793,-0.036666,0.006480,-0.034215,-0.004641,0.122793,0.103822
9.042000,12.436118,0.346765,0.117330,-0.036950,0.005688,-0.033237,-0.004655,0.117330,0.109212
9.082000,12.340676,0.345462,0.114424,-0.037179,0.004722,-0.032167,-0.004658,0.111835,0.114424
9.122000,12.248921,0.344138,0.119483,-0.037348,0.003568,-0.030987,-0.004649,0.106217,0.119483
9.162000,12.160747,0.342756,0.124432,-0.037463,0.002249,-0.029715,-0.004631,0.100369,0.124432
9.202000,12.087484,0.341250,0.129234,-0.037722,0.001657,-0.028722,-0.004639,0.095044,0.129234
9.242000,12.011876,0.339665,0.133684,-0.037932,0.000748,-0.028097,-0.004646,0.089579,0.133684
9.282000,11.934870,0.338061,0.138036,-0.038083,-0.000311,-0.027194,-0.004637,0.083992,0.138036
9.322000,11.859570,0.336416,0.142272,-0.038183,-0.001517,-0.026172,-0.004619,0.078205,0.142272
9.362000,11.797580,0.334660,0.146449,-0.038380,-0.002201,-0.025266,-0.004617,0.072714,0.146449
9.402000,11.732898,0.332817,0.150264,-0.038601,-0.002886,-0.024821,-0.004627,0.067316,0.150264
9.442000,11.666698,0.330966,0.153981,-0.038749,-0.003784,-0.024094,-0.004619,0.061789,0.153981
9.482000,11.603320,0.329101,0.157618,-0.038852,-0.004782,-0.023200,-0.004602,0.056159,0.157618
9.522000,11.550194,0.327159,0.161329,-0.038940,-0.005677,-0.022017,-0.004577,0.050464,0.161329
9.562000,11.500845,0.325096,0.164517,-0.039196,-0.006100,-0.022021,-0.004598,0.045221,0.164517
9.602000,11.445490,0.323013,0.167666,-0.039352,-0.006826,-0.021537,-0.004594,0.039779,0.167666
9.642000,11.390216,0.320937,0.170712,-0.039450,-0.007739,-0.021008,-0.004581,0.034292,0.170712
9.682000,11.344834,0.318832,0.173763,-0.039493,-0.008799,-0.020565,-0.004562,0.028854,0.173763
9.722000,11.332485,0.316628,0.177129,-0.039682,-0.008888,-0.019792,-0.004561,0.024216,0.177129
9.762000,11.334378,0.314351,0.179982,-0.039869,-0.009232,-0.019948,-0.004574,0.019450,0.179982
9.802000,11.337189,0.312076,0.182821,-0.039986,-0.009786,-0.019820,-0.004570,0.014580,0.182821
9.842000,11.341176,0.309818,0.185586,-0.040065,-0.010442,-0.019587,-0.004559,0.009650,0.185586
9.882000,11.346401,0.307538,0.188279,-0.040106,-0.011202,-0.019284,-0.004541,0.004556,0.188279
9.922000,11.352866,0.305161,0.190873,-0.040216,-0.011673,-0.019143,-0.004536,-0.000512,0.190873
9.962000,11.360550,0.302704,0.193324,-0.040422,-0.011753,-0.019225,-0.004549,-0.005163,0.193324
10.002000,11.322550,0.300265,0.195493,-0.040438,-0.012964,-0.021262,-0.004585,-0.008807,0.195493
10.042000,11.270692,0.297884,0.198827,-0.040628,-0.011371,-0.018437,-0.004504,-0.012185,0.198827
10.082000,11.220868,0.295582,0.201246,-0.040693,-0.012276,-0.019005,-0.004540,-0.016989,0.201246
10.122000,11.172997,0.293198,0.203218,-0.040678,-0.013164,-0.019389,-0.004523,-0.021973,0.203218
10.162000,11.127003,0.290692,0.205241,-0.040788,-0.013508,-0.019557,-0.004521,-0.026855,0.205241
